trip_id,vehicle_id,start_stop_id,end_stop_id,start_time,end_time,duration_min
t519-b15FA0-sl3,2208,2028,1171,2025-06-16 13:02:25,2025-06-16 14:45:46,103.35
t541-b1602E-sl3,2140,2028,1171,2025-06-16 13:46:00,2025-06-16 15:18:32,92.53
t57D-b16030-sl3,2221,2028,1171,2025-06-16 14:04:06,2025-06-16 15:40:59,96.88
