timestamp,vehicle_id,latitude,longitude,trip_id,route_id,stop_id,current_status,current_stop_sequence
2025-06-16T10:20:07,2157,34.02775955200195,-117.76161193847656,,,,2,0
2025-06-16T10:20:29,2400,34.05768585205078,-117.81709289550781,,,,2,0
2025-06-16T10:20:16,2733,34.1037712097168,-118.00594329833984,,,,2,0
2025-06-16T10:20:17,2906,34.059478759765625,-117.75086212158203,,,,2,0
2025-06-16T10:20:27,3109,34.06233596801758,-117.75909423828125,,,,2,0
2025-06-16T10:20:37,2157,34.02775955200195,-117.76161193847656,,,,2,0
2025-06-16T10:20:59,2400,34.05406188964844,-117.81433868408203,,,,2,0
2025-06-16T10:20:46,2733,34.10377502441406,-118.00592041015625,,,,2,0
2025-06-16T10:20:47,2906,34.05930709838867,-117.75110626220703,,,,2,0
2025-06-16T10:20:57,3109,34.06224060058594,-117.75584411621094,,,,2,0
2025-06-16T10:21:37,2157,34.02775955200195,-117.76161193847656,,,,2,0
2025-06-16T10:21:16,2733,34.103763580322266,-118.00589752197266,,,,2,0
2025-06-16T10:21:28,2906,34.05987548828125,-117.75239562988281,,,,2,0
2025-06-16T10:21:27,3109,34.062252044677734,-117.75491333007812,,,,2,0
2025-06-16T10:22:07,2157,34.028175354003906,-117.76126098632812,,,,2,0
2025-06-16T10:21:58,2906,34.06052780151367,-117.7510757446289,,,,2,0
2025-06-16T10:21:57,3109,34.06230926513672,-117.7522964477539,,,,2,0
2025-06-16T10:22:28,2906,34.06058883666992,-117.74844360351562,,,,2,0
2025-06-16T10:22:27,3109,34.062339782714844,-117.75082397460938,,,,2,0
2025-06-16T10:22:58,2906,34.06064987182617,-117.74576568603516,,,,2,0
2025-06-16T10:22:57,3109,34.06234359741211,-117.75065612792969,,,,2,0
2025-06-16T10:23:28,2906,34.060768127441406,-117.74200439453125,,,,2,0
2025-06-16T10:23:27,3109,34.06243896484375,-117.74681091308594,,,,2,0
2025-06-16T10:23:57,2906,34.06077575683594,-117.74181365966797,,,,2,0
2025-06-16T10:23:57,3109,34.062469482421875,-117.74537658691406,,,,2,0
2025-06-16T10:24:27,2906,34.0607795715332,-117.74172973632812,,,,2,0
2025-06-16T10:24:27,3109,34.062522888183594,-117.74234771728516,,,,2,0
2025-06-16T10:24:57,2906,34.06232452392578,-117.74152374267578,,,,2,0
2025-06-16T10:24:57,3109,34.062530517578125,-117.74214935302734,,,,2,0
2025-06-16T10:25:27,2906,34.06234359741211,-117.74152374267578,,,,2,0
2025-06-16T10:25:27,3109,34.062591552734375,-117.73936462402344,,,,2,0
2025-06-16T10:25:57,2906,34.06235122680664,-117.74152374267578,,,,2,0
2025-06-16T10:25:57,3109,34.06269454956055,-117.73543548583984,,,,2,0
2025-06-16T10:26:27,2906,34.06463623046875,-117.74161529541016,,,,2,0
2025-06-16T10:26:27,3109,34.06275939941406,-117.73212432861328,,,,2,0
2025-06-16T10:26:57,2906,34.06623077392578,-117.74166107177734,,,,2,0
2025-06-16T10:26:57,3109,34.06281280517578,-117.72972106933594,,,,2,0
2025-06-16T10:27:27,2906,34.06862258911133,-117.74175262451172,,,,2,0
2025-06-16T10:27:27,3109,34.062843322753906,-117.7284164428711,,,,2,0
2025-06-16T10:27:57,2906,34.07206344604492,-117.74187469482422,,,,2,0
2025-06-16T10:27:57,3109,34.062923431396484,-117.72439575195312,,,,2,0
2025-06-16T10:28:27,2906,34.07548141479492,-117.74199676513672,,,,2,0
2025-06-16T10:28:27,3109,34.060611724853516,-117.72409057617188,,,,2,0
2025-06-16T10:28:57,2906,34.07725143432617,-117.74190521240234,,,,2,0
2025-06-16T10:28:57,3109,34.0576286315918,-117.72374725341797,,,,2,0
2025-06-16T10:29:27,2906,34.078346252441406,-117.74044036865234,,,,2,0
2025-06-16T10:29:27,3109,34.05765151977539,-117.72322082519531,,,,2,0
2025-06-16T10:29:57,2906,34.08000183105469,-117.73678588867188,,,,2,0
2025-06-16T10:29:57,3109,34.05765151977539,-117.72312927246094,,,,2,0
2025-06-16T10:30:27,2906,34.081390380859375,-117.72998809814453,,,,2,0
2025-06-16T10:30:27,3109,34.05799865722656,-117.72229766845703,,,,2,0
2025-06-16T10:30:55,2906,34.08151626586914,-117.72191619873047,,,,2,0
2025-06-16T10:30:57,3109,34.059207916259766,-117.72254180908203,,,,2,0
2025-06-16T10:31:25,2906,34.081626892089844,-117.7143325805664,,,,2,0
2025-06-16T10:31:27,3109,34.058380126953125,-117.72283172607422,,,,2,0
2025-06-16T10:34:55,2906,34.08662033081055,-117.68952941894531,,,,2,0
2025-06-16T10:34:27,3109,34.05805587768555,-117.72261810302734,,,,2,0
2025-06-16T10:35:25,2906,34.08818435668945,-117.68952941894531,,,,2,0
2025-06-16T10:35:23,3109,34.05805206298828,-117.72262573242188,,,,2,0
2025-06-16T10:35:55,2906,34.089622497558594,-117.68953704833984,,,,2,0
2025-06-16T10:35:53,3109,34.05805206298828,-117.72262573242188,,,,2,0
2025-06-16T10:36:25,2906,34.090911865234375,-117.68952941894531,,,,2,0
2025-06-16T10:36:23,3109,34.05805206298828,-117.72262573242188,,,,2,0
2025-06-16T10:36:55,2906,34.09211730957031,-117.68952941894531,,,,2,0
2025-06-16T10:36:53,3109,34.05805206298828,-117.72262573242188,,,,2,0
2025-06-16T10:37:25,2906,34.09211730957031,-117.68952941894531,,,,2,0
2025-06-16T10:37:23,3109,34.05805206298828,-117.72262573242188,,,,2,0
2025-06-16T10:37:55,2906,34.092769622802734,-117.68952941894531,,,,2,0
2025-06-16T10:37:53,3109,34.05805206298828,-117.72262573242188,,,,2,0
2025-06-16T10:38:26,2906,34.094669342041016,-117.6895751953125,,,,2,0
2025-06-16T10:38:23,3109,34.058048248291016,-117.72262573242188,,,,2,0
2025-06-16T10:38:56,2906,34.09516143798828,-117.68960571289062,,,,2,0
