trip_id,vehicle_id,start_stop_id,end_stop_id,start_time,end_time,duration_min
t401-b16022-sl3,2143,2028,1171,2025-06-16 10:20:10,2025-06-16 11:59:51,99.68
t415-b16027-sl3,3123,2028,1171,2025-06-16 10:42:09,2025-06-16 12:27:29,105.33
t451-b1600F-sl3,2204,2028,1171,2025-06-16 11:05:07,2025-06-16 12:46:37,101.5
t465-b15F9D-sl3,1908,2028,1171,2025-06-16 11:22:12,2025-06-16 12:57:38,95.43
