sim_time,vehicle_id,tls_id,lane_id,eta,speed,priority_granted,phase_index,note
152.2,bus2,N/A,:4075599809_0_1,N/A,0.23,no,N/A,No TLS ahead
152.2,bus3,N/A,405378472#0_1,N/A,12.88,no,N/A,No TLS ahead
152.2,bus1,122830043,156415834#9_0,N/A,0.0,no,N/A,ETA unavailable
152.2,bus4,N/A,-405356938_0,N/A,13.01,no,N/A,No TLS ahead
152.25,bus2,N/A,:4075599809_0_1,N/A,0.29,no,N/A,No TLS ahead
152.25,bus3,N/A,405378472#0_1,N/A,12.93,no,N/A,No TLS ahead
152.25,bus1,122830043,156415834#9_0,N/A,0.0,no,N/A,ETA unavailable
152.25,bus4,N/A,-405356938_0,N/A,13.05,no,N/A,No TLS ahead
152.3,bus2,N/A,:4075599809_0_1,N/A,0.35,no,N/A,No TLS ahead
152.3,bus3,N/A,405378472#0_1,N/A,12.97,no,N/A,No TLS ahead
152.3,bus1,122830043,156415834#9_0,N/A,0.0,no,N/A,ETA unavailable
152.3,bus4,N/A,-405356938_0,N/A,13.08,no,N/A,No TLS ahead
152.35,bus2,N/A,:4075599809_0_1,N/A,0.4,no,N/A,No TLS ahead
152.35,bus3,N/A,405378472#0_1,N/A,13.02,no,N/A,No TLS ahead
152.35,bus1,122830043,156415834#9_0,N/A,0.0,no,N/A,ETA unavailable
152.35,bus4,N/A,-405356938_0,N/A,13.13,no,N/A,No TLS ahead
152.4,bus2,N/A,:4075599809_0_1,N/A,0.45,no,N/A,No TLS ahead
152.4,bus3,N/A,405378472#0_1,N/A,13.06,no,N/A,No TLS ahead
152.4,bus1,122830043,156415834#9_0,N/A,0.0,no,N/A,ETA unavailable
152.4,bus4,N/A,-405356938_0,N/A,13.17,no,N/A,No TLS ahead
152.45,bus2,N/A,:4075599809_0_1,N/A,0.5,no,N/A,No TLS ahead
152.45,bus3,N/A,405378472#0_1,N/A,13.11,no,N/A,No TLS ahead
152.45,bus1,122830043,156415834#9_0,N/A,0.0,no,N/A,ETA unavailable
152.45,bus4,N/A,-405356938_0,N/A,13.21,no,N/A,No TLS ahead
152.5,bus2,N/A,:4075599809_0_1,N/A,0.55,no,N/A,No TLS ahead
