vehicle_id,vehicle_type,tls_id,wait_start_time,wait_end_time,wait_duration
car4.8,DEFAULT_VEHTYPE,123160850,51,63,12
car4.9,DEFAULT_VEHTYPE,123160850,57,63,6
car3.3,DEFAULT_VEHTYPE,122763218,31,66,35
car5.0,DEFAULT_VEHTYPE,122830043,31,66,35
car2.0,DEFAULT_VEHTYPE,36635968,31,67,36
bus1,bus,852777135,41,68,27
car1.3,DEFAULT_VEHTYPE,852777135,54,68,14
car1.4,DEFAULT_VEHTYPE,852777135,55,68,13
car1.5,DEFAULT_VEHTYPE,852777135,56,68,12
car1.6,DEFAULT_VEHTYPE,852777135,59,68,9
car1.7,DEFAULT_VEHTYPE,852777135,57,68,11
car3.2,DEFAULT_VEHTYPE,1686594173,57,68,11
car5.2,DEFAULT_VEHTYPE,122865866,22,68,46
car6.4,DEFAULT_VEHTYPE,36635979,36,72,36
car4.0,DEFAULT_VEHTYPE,123160850,19,73,54
car4.2,DEFAULT_VEHTYPE,123160850,26,73,47
car6.3,DEFAULT_VEHTYPE,36635979,30,73,43
car4.1,DEFAULT_VEHTYPE,123160850,20,74,54
car5.0,DEFAULT_VEHTYPE,1686594171,71,74,3
car6.1,DEFAULT_VEHTYPE,GS_cluster_10738391828_178489893,72,76,4
bus4,bus,1686594183,74,78,4
car2.10,DEFAULT_VEHTYPE,36635968,73,80,7
car1.10,DEFAULT_VEHTYPE,36635979,60,81,21
car1.11,DEFAULT_VEHTYPE,36635979,64,81,17
car1.12,DEFAULT_VEHTYPE,36635979,67,81,14
car1.13,DEFAULT_VEHTYPE,36635979,73,81,8
car1.14,DEFAULT_VEHTYPE,36635979,76,81,5
car3.18,DEFAULT_VEHTYPE,122763218,81,82,1
bus3,bus,122575436,69,84,15
car1.2,DEFAULT_VEHTYPE,852777135,53,86,33
car3.1,DEFAULT_VEHTYPE,1686594173,54,87,33
car3.19,DEFAULT_VEHTYPE,122763218,86,87,1
car1.9,DEFAULT_VEHTYPE,36635979,56,90,34
car3.16,DEFAULT_VEHTYPE,122763218,87,90,3
car1.8,DEFAULT_VEHTYPE,36635979,50,91,41
car3.8,DEFAULT_VEHTYPE,122763218,54,92,38
car5.1,DEFAULT_VEHTYPE,122865866,19,93,74
car4.10,DEFAULT_VEHTYPE,3769264120,93,96,3
car4.12,DEFAULT_VEHTYPE,3769264120,92,96,4
car4.13,DEFAULT_VEHTYPE,3769264120,94,96,2
car4.3,DEFAULT_VEHTYPE,3769264120,87,96,9
car4.4,DEFAULT_VEHTYPE,3769264120,89,96,7
car4.5,DEFAULT_VEHTYPE,3769264120,90,96,6
car4.6,DEFAULT_VEHTYPE,3769264120,87,96,9
car4.7,DEFAULT_VEHTYPE,3769264120,91,96,5
car4.8,DEFAULT_VEHTYPE,3769264120,92,96,4
car4.9,DEFAULT_VEHTYPE,3769264120,90,96,6
car6.2,DEFAULT_VEHTYPE,122763218,64,96,32
car6.0,DEFAULT_VEHTYPE,122763218,65,98,33
car1.0,DEFAULT_VEHTYPE,122596361,82,99,17
car1.1,DEFAULT_VEHTYPE,122596361,82,99,17
car6.1,DEFAULT_VEHTYPE,GS_cluster_122686655_1833694983,95,99,4
car2.3,DEFAULT_VEHTYPE,11331520849,96,100,4
car3.8,DEFAULT_VEHTYPE,1686594173,97,101,4
car3.9,DEFAULT_VEHTYPE,1686594173,100,101,1
car1.12,DEFAULT_VEHTYPE,852777135,101,102,1
car1.3,DEFAULT_VEHTYPE,36635976,97,102,5
car1.6,DEFAULT_VEHTYPE,36635976,98,102,4
car1.7,DEFAULT_VEHTYPE,36635976,95,102,7
car3.23,DEFAULT_VEHTYPE,122763218,104,105,1
car4.0,DEFAULT_VEHTYPE,3769264120,86,105,19
car4.2,DEFAULT_VEHTYPE,3769264120,85,105,20
car6.5,DEFAULT_VEHTYPE,122763218,101,105,4
car6.6,DEFAULT_VEHTYPE,122763218,101,105,4
car6.7,DEFAULT_VEHTYPE,122763218,103,105,2
car6.8,DEFAULT_VEHTYPE,122763218,102,105,3
bus4,bus,cluster_14963716_27976732_3892769467,103,106,3
car4.1,DEFAULT_VEHTYPE,3769264120,85,106,21
car5.0,DEFAULT_VEHTYPE,122686666,88,106,18
car1.10,DEFAULT_VEHTYPE,852777135,101,107,6
car1.11,DEFAULT_VEHTYPE,852777135,100,107,7
car1.12,DEFAULT_VEHTYPE,852777135,103,107,4
car1.13,DEFAULT_VEHTYPE,852777135,101,107,6
car1.14,DEFAULT_VEHTYPE,852777135,104,107,3
car1.15,DEFAULT_VEHTYPE,852777135,103,107,4
car1.16,DEFAULT_VEHTYPE,852777135,106,107,1
car1.17,DEFAULT_VEHTYPE,852777135,104,107,3
car1.18,DEFAULT_VEHTYPE,852777135,106,107,1
car1.8,DEFAULT_VEHTYPE,852777135,98,107,9
car2.9,DEFAULT_VEHTYPE,36635968,71,107,36
car6.15,DEFAULT_VEHTYPE,36635979,85,107,22
car6.16,DEFAULT_VEHTYPE,36635979,89,107,18
car6.17,DEFAULT_VEHTYPE,36635979,91,107,16
car6.18,DEFAULT_VEHTYPE,36635979,96,107,11
car6.19,DEFAULT_VEHTYPE,36635979,100,107,7
car6.20,DEFAULT_VEHTYPE,36635979,104,107,3
car3.24,DEFAULT_VEHTYPE,122763218,108,109,1
car2.8,DEFAULT_VEHTYPE,36635968,69,110,41
car3.0,DEFAULT_VEHTYPE,122830043,63,111,48
car1.5,DEFAULT_VEHTYPE,36635976,92,112,20
bus2,bus,122574905,74,113,39
car1.2,DEFAULT_VEHTYPE,36635976,91,113,22
car3.25,DEFAULT_VEHTYPE,122763218,113,114,1
car4.15,DEFAULT_VEHTYPE,123160850,83,117,34
car4.17,DEFAULT_VEHTYPE,123160850,91,117,26
car4.18,DEFAULT_VEHTYPE,123160850,97,117,20
car4.19,DEFAULT_VEHTYPE,123160850,103,117,14
car4.20,DEFAULT_VEHTYPE,123160850,105,117,12
car4.21,DEFAULT_VEHTYPE,123160850,112,117,5
car4.22,DEFAULT_VEHTYPE,123160850,114,117,3
car3.26,DEFAULT_VEHTYPE,122763218,117,118,1
car3.7,DEFAULT_VEHTYPE,1686594173,85,118,33
car6.4,DEFAULT_VEHTYPE,122763218,98,120,22
car3.21,DEFAULT_VEHTYPE,122763218,111,121,10
car6.13,DEFAULT_VEHTYPE,36635979,78,121,43
car6.14,DEFAULT_VEHTYPE,36635979,81,121,40
car6.3,DEFAULT_VEHTYPE,122763218,99,121,22
car3.15,DEFAULT_VEHTYPE,122763218,85,122,37
car3.22,DEFAULT_VEHTYPE,122763218,113,122,9
car2.19,DEFAULT_VEHTYPE,36635968,117,123,6
car2.20,DEFAULT_VEHTYPE,36635968,119,123,4
car3.23,DEFAULT_VEHTYPE,122763218,118,123,5
car3.27,DEFAULT_VEHTYPE,122763218,122,123,1
car5.1,DEFAULT_VEHTYPE,122830043,94,123,29
bus3,bus,122899891,90,124,34
car1.9,DEFAULT_VEHTYPE,852777135,97,125,28
car3.28,DEFAULT_VEHTYPE,122763218,126,127,1
car4.11,DEFAULT_VEHTYPE,123160850,76,127,51
car4.14,DEFAULT_VEHTYPE,123160850,78,127,49
car4.16,DEFAULT_VEHTYPE,123160850,88,127,39
car1.4,DEFAULT_VEHTYPE,852777135,78,128,50
car3.22,DEFAULT_VEHTYPE,122763218,127,128,1
car5.0,DEFAULT_VEHTYPE,122574871,110,128,18
car6.16,DEFAULT_VEHTYPE,122763222,127,128,1
car2.10,DEFAULT_VEHTYPE,cluster_1832615131_4075599903_5942692697_5942692700,117,130,13
car2.13,DEFAULT_VEHTYPE,cluster_1832615131_4075599903_5942692697_5942692700,117,130,13
car2.14,DEFAULT_VEHTYPE,cluster_1832615131_4075599903_5942692697_5942692700,119,130,11
car2.8,DEFAULT_VEHTYPE,cluster_1832615131_4075599903_5942692697_5942692700,115,130,15
car2.9,DEFAULT_VEHTYPE,cluster_1832615131_4075599903_5942692697_5942692700,112,130,18
car5.8,DEFAULT_VEHTYPE,122865866,86,130,44
car6.2,DEFAULT_VEHTYPE,GS_cluster_10738391828_178489893,100,130,30
car4.0,DEFAULT_VEHTYPE,32581278,128,131,3
car6.0,DEFAULT_VEHTYPE,GS_cluster_10738391828_178489893,102,131,29
car2.6,DEFAULT_VEHTYPE,122865866,130,133,3
car1.0,DEFAULT_VEHTYPE,122865866,104,135,31
car1.21,DEFAULT_VEHTYPE,36635979,110,135,25
car1.22,DEFAULT_VEHTYPE,36635979,114,135,21
car1.23,DEFAULT_VEHTYPE,36635979,117,135,18
car1.24,DEFAULT_VEHTYPE,36635979,125,135,10
car1.25,DEFAULT_VEHTYPE,36635979,126,135,9
car1.26,DEFAULT_VEHTYPE,36635979,130,135,5
bus2,bus,122574902,118,136,18
car3.16,DEFAULT_VEHTYPE,1686594173,129,137,8
car3.17,DEFAULT_VEHTYPE,1686594173,131,137,6
car3.18,DEFAULT_VEHTYPE,1686594173,133,137,4
car3.19,DEFAULT_VEHTYPE,1686594173,135,137,2
car6.1,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,116,137,21
car5.2,DEFAULT_VEHTYPE,1686594171,131,139,8
car5.3,DEFAULT_VEHTYPE,1686594171,132,139,7
car5.4,DEFAULT_VEHTYPE,1686594171,135,139,4
car4.15,DEFAULT_VEHTYPE,123160859,136,140,4
car4.17,DEFAULT_VEHTYPE,123160859,134,140,6
car4.18,DEFAULT_VEHTYPE,123160859,137,140,3
car4.19,DEFAULT_VEHTYPE,123160859,136,140,4
car4.20,DEFAULT_VEHTYPE,123160859,136,140,4
car4.21,DEFAULT_VEHTYPE,123160859,139,140,1
car4.22,DEFAULT_VEHTYPE,123160859,138,140,2
car4.23,DEFAULT_VEHTYPE,123160859,137,140,3
car4.24,DEFAULT_VEHTYPE,123160859,139,140,1
car6.4,DEFAULT_VEHTYPE,GS_cluster_122686655_1833694983,140,141,1
car1.10,DEFAULT_VEHTYPE,36635976,138,143,5
car1.11,DEFAULT_VEHTYPE,36635976,135,143,8
car1.12,DEFAULT_VEHTYPE,36635976,140,143,3
car1.13,DEFAULT_VEHTYPE,36635976,137,143,6
car1.15,DEFAULT_VEHTYPE,36635976,138,143,5
car1.17,DEFAULT_VEHTYPE,36635976,139,143,4
car1.4,DEFAULT_VEHTYPE,36635976,133,143,10
car1.8,DEFAULT_VEHTYPE,36635976,135,143,8
car5.1,DEFAULT_VEHTYPE,1686594171,129,143,14
car1.19,DEFAULT_VEHTYPE,36635979,100,144,44
car1.20,DEFAULT_VEHTYPE,36635979,106,144,38
car6.20,DEFAULT_VEHTYPE,122763222,140,144,4
car6.22,DEFAULT_VEHTYPE,122763222,142,144,2
car6.3,DEFAULT_VEHTYPE,GS_cluster_122686655_1833694983,140,145,5
car6.5,DEFAULT_VEHTYPE,GS_cluster_122686655_1833694983,141,145,4
car6.7,DEFAULT_VEHTYPE,GS_cluster_122686655_1833694983,144,145,1
bus4,bus,14963731,143,146,3
car4.11,DEFAULT_VEHTYPE,123160859,133,147,14
car4.14,DEFAULT_VEHTYPE,123160859,133,147,14
car4.16,DEFAULT_VEHTYPE,123160859,133,147,14
car6.14,DEFAULT_VEHTYPE,122763222,126,148,22
car3.20,DEFAULT_VEHTYPE,122763218,107,150,43
car2.17,DEFAULT_VEHTYPE,36635968,109,151,42
car2.18,DEFAULT_VEHTYPE,36635968,111,151,40
car6.1,DEFAULT_VEHTYPE,122763207,143,151,8
car1.6,DEFAULT_VEHTYPE,36635976,123,153,30
car3.10,DEFAULT_VEHTYPE,122830043,136,153,17
car3.11,DEFAULT_VEHTYPE,122830043,137,153,16
car3.12,DEFAULT_VEHTYPE,122830043,140,153,13
car3.13,DEFAULT_VEHTYPE,122830043,141,153,12
car3.14,DEFAULT_VEHTYPE,122830043,142,153,11
car3.8,DEFAULT_VEHTYPE,122830043,133,153,20
car3.9,DEFAULT_VEHTYPE,122830043,135,153,18
car1.9,DEFAULT_VEHTYPE,36635976,132,154,22
car3.34,DEFAULT_VEHTYPE,122763218,153,154,1
car2.7,DEFAULT_VEHTYPE,cluster_1832615131_4075599903_5942692697_5942692700,86,156,70
car3.21,DEFAULT_VEHTYPE,122763218,125,156,31
car6.2,DEFAULT_VEHTYPE,GS_cluster_122686655_1833694983,138,156,18
car3.15,DEFAULT_VEHTYPE,1686594173,128,157,29
car5.0,DEFAULT_VEHTYPE,123527068,134,157,23
car2.11,DEFAULT_VEHTYPE,cluster_1832615131_4075599903_5942692697_5942692700,115,159,44
car3.35,DEFAULT_VEHTYPE,122763218,158,159,1
car6.0,DEFAULT_VEHTYPE,GS_cluster_122686655_1833694983,139,160,21
car5.10,DEFAULT_VEHTYPE,122865866,141,161,20
car6.27,DEFAULT_VEHTYPE,36635979,136,161,25
car6.28,DEFAULT_VEHTYPE,36635979,142,161,19
car6.29,DEFAULT_VEHTYPE,36635979,146,161,15
car6.30,DEFAULT_VEHTYPE,36635979,152,161,9
car6.31,DEFAULT_VEHTYPE,36635979,155,161,6
car6.32,DEFAULT_VEHTYPE,36635979,159,161,2
bus3,bus,122596240,154,162,8
car3.32,DEFAULT_VEHTYPE,122763218,162,163,1
car3.36,DEFAULT_VEHTYPE,122763218,162,163,1
car6.18,DEFAULT_VEHTYPE,122763222,137,163,26
car3.23,DEFAULT_VEHTYPE,1686594173,165,166,1
car6.3,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,164,166,2
car6.5,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,166,167,1
car6.7,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,166,167,1
car6.1,DEFAULT_VEHTYPE,122763204,158,168,10
car1.19,DEFAULT_VEHTYPE,852777135,151,169,18
car2.5,DEFAULT_VEHTYPE,11331520849,108,169,61
car6.14,DEFAULT_VEHTYPE,122763218,154,169,15
car2.30,DEFAULT_VEHTYPE,36635968,164,170,6
car2.4,DEFAULT_VEHTYPE,11331520849,112,170,58
car4.15,DEFAULT_VEHTYPE,3769264120,157,170,13
car4.17,DEFAULT_VEHTYPE,3769264120,157,170,13
car4.18,DEFAULT_VEHTYPE,3769264120,158,170,12
car4.19,DEFAULT_VEHTYPE,3769264120,157,170,13
car4.20,DEFAULT_VEHTYPE,3769264120,159,170,11
car4.21,DEFAULT_VEHTYPE,3769264120,160,170,10
car4.22,DEFAULT_VEHTYPE,3769264120,158,170,12
car4.23,DEFAULT_VEHTYPE,3769264120,161,170,9
car4.24,DEFAULT_VEHTYPE,3769264120,163,170,7
car4.25,DEFAULT_VEHTYPE,3769264120,160,170,10
car1.20,DEFAULT_VEHTYPE,852777135,150,171,21
car3.7,DEFAULT_VEHTYPE,122830043,128,171,43
car6.9,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,171,172,1
car3.22,DEFAULT_VEHTYPE,1686594173,164,174,10
car3.23,DEFAULT_VEHTYPE,1686594173,167,174,7
car3.24,DEFAULT_VEHTYPE,1686594173,169,174,5
car3.25,DEFAULT_VEHTYPE,1686594173,171,174,3
car6.25,DEFAULT_VEHTYPE,36635979,128,174,46
car6.26,DEFAULT_VEHTYPE,36635979,134,174,40
car1.2,DEFAULT_VEHTYPE,11331520849,170,175,5
car2.10,DEFAULT_VEHTYPE,11331520849,174,175,1
car2.11,DEFAULT_VEHTYPE,11331520849,166,175,9
car2.12,DEFAULT_VEHTYPE,11331520849,171,175,4
car2.13,DEFAULT_VEHTYPE,11331520849,169,175,6
car2.14,DEFAULT_VEHTYPE,11331520849,171,175,4
car2.15,DEFAULT_VEHTYPE,11331520849,174,175,1
car2.8,DEFAULT_VEHTYPE,11331520849,173,175,2
car4.29,DEFAULT_VEHTYPE,123160850,148,175,27
car4.31,DEFAULT_VEHTYPE,123160850,156,175,19
car4.32,DEFAULT_VEHTYPE,123160850,159,175,16
car4.33,DEFAULT_VEHTYPE,123160850,166,175,9
car4.34,DEFAULT_VEHTYPE,123160850,168,175,7
car4.35,DEFAULT_VEHTYPE,123160850,172,175,3
car4.26,DEFAULT_VEHTYPE,123160859,151,177,26
car6.11,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,174,178,4
car4.14,DEFAULT_VEHTYPE,3769264120,155,179,24
car4.11,DEFAULT_VEHTYPE,3769264120,155,180,25
car4.16,DEFAULT_VEHTYPE,3769264120,154,180,26
car6.0,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,170,180,10
car6.10,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,174,180,6
car6.12,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,164,180,16
car6.5,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,168,180,12
car6.6,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,172,180,8
car6.7,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,171,180,9
car6.8,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,163,180,17
car6.9,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,173,180,7
car3.40,DEFAULT_VEHTYPE,122763218,180,181,1
car6.19,DEFAULT_VEHTYPE,122763218,170,181,11
car6.20,DEFAULT_VEHTYPE,122763218,170,181,11
car6.21,DEFAULT_VEHTYPE,122763218,171,181,10
car6.22,DEFAULT_VEHTYPE,122763218,172,181,9
car6.23,DEFAULT_VEHTYPE,122763218,173,181,8
car6.24,DEFAULT_VEHTYPE,122763218,173,181,8
car6.28,DEFAULT_VEHTYPE,122763222,179,182,3
car4.27,DEFAULT_VEHTYPE,123160850,137,184,47
car4.28,DEFAULT_VEHTYPE,123160850,142,185,43
car4.30,DEFAULT_VEHTYPE,123160850,152,185,33
bus2,bus,14963731,165,186,21
car3.41,DEFAULT_VEHTYPE,122763218,185,186,1
car5.2,DEFAULT_VEHTYPE,122574871,175,186,11
car1.33,DEFAULT_VEHTYPE,36635979,163,188,25
car1.34,DEFAULT_VEHTYPE,36635979,167,188,21
car1.35,DEFAULT_VEHTYPE,36635979,172,188,16
car1.36,DEFAULT_VEHTYPE,36635979,175,188,13
car1.37,DEFAULT_VEHTYPE,36635979,181,188,7
car1.38,DEFAULT_VEHTYPE,36635979,184,188,4
car4.0,DEFAULT_VEHTYPE,cluster_123160878_2450046772,187,189,2
car3.42,DEFAULT_VEHTYPE,122763218,189,190,1
car3.21,DEFAULT_VEHTYPE,1686594173,163,191,28
car3.31,DEFAULT_VEHTYPE,122763218,158,192,34
car3.38,DEFAULT_VEHTYPE,122763218,187,193,6
car6.17,DEFAULT_VEHTYPE,122763218,168,195,27
car6.18,DEFAULT_VEHTYPE,122763218,169,195,26
car6.1,DEFAULT_VEHTYPE,16218739,174,196,22
car1.31,DEFAULT_VEHTYPE,36635979,155,197,42
car1.32,DEFAULT_VEHTYPE,36635979,159,197,38
car1.21,DEFAULT_VEHTYPE,36635976,179,198,19
car1.22,DEFAULT_VEHTYPE,36635976,178,198,20
car1.23,DEFAULT_VEHTYPE,36635976,181,198,17
car1.24,DEFAULT_VEHTYPE,36635976,184,198,14
car1.25,DEFAULT_VEHTYPE,36635976,181,198,17
car1.26,DEFAULT_VEHTYPE,36635976,186,198,12
car1.27,DEFAULT_VEHTYPE,36635976,183,198,15
car1.30,DEFAULT_VEHTYPE,36635976,185,198,13
car2.19,DEFAULT_VEHTYPE,cluster_1832615131_4075599903_5942692697_5942692700,158,198,40
car2.20,DEFAULT_VEHTYPE,cluster_1832615131_4075599903_5942692697_5942692700,158,198,40
car2.21,DEFAULT_VEHTYPE,cluster_1832615131_4075599903_5942692697_5942692700,163,198,35
car2.22,DEFAULT_VEHTYPE,cluster_1832615131_4075599903_5942692697_5942692700,159,198,39
car2.23,DEFAULT_VEHTYPE,cluster_1832615131_4075599903_5942692697_5942692700,162,198,36
car2.24,DEFAULT_VEHTYPE,cluster_1832615131_4075599903_5942692697_5942692700,160,198,38
car2.6,DEFAULT_VEHTYPE,36635976,172,198,26
car6.3,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,167,198,31
car6.32,DEFAULT_VEHTYPE,122763222,194,198,4
car6.34,DEFAULT_VEHTYPE,122763222,196,198,2
car1.10,DEFAULT_VEHTYPE,122865866,186,199,13
car1.11,DEFAULT_VEHTYPE,122865866,180,199,19
car1.13,DEFAULT_VEHTYPE,122865866,182,199,17
car1.15,DEFAULT_VEHTYPE,122865866,183,199,16
car1.17,DEFAULT_VEHTYPE,122865866,185,199,14
car1.18,DEFAULT_VEHTYPE,122865866,186,199,13
car1.4,DEFAULT_VEHTYPE,122865866,183,199,16
car1.8,DEFAULT_VEHTYPE,122865866,185,199,14
car4.29,DEFAULT_VEHTYPE,123160859,193,200,7
car4.31,DEFAULT_VEHTYPE,123160859,193,200,7
car4.32,DEFAULT_VEHTYPE,123160859,194,200,6
car4.33,DEFAULT_VEHTYPE,123160859,193,200,7
car4.34,DEFAULT_VEHTYPE,123160859,194,200,6
car4.35,DEFAULT_VEHTYPE,123160859,195,200,5
car4.36,DEFAULT_VEHTYPE,123160859,194,200,6
car4.37,DEFAULT_VEHTYPE,123160859,197,200,3
car4.38,DEFAULT_VEHTYPE,123160859,197,200,3
car6.26,DEFAULT_VEHTYPE,122763222,178,200,22
car6.4,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,161,200,39
car4.15,DEFAULT_VEHTYPE,123160863,186,201,15
car4.17,DEFAULT_VEHTYPE,123160863,186,201,15
car4.18,DEFAULT_VEHTYPE,123160863,190,201,11
car4.20,DEFAULT_VEHTYPE,123160863,189,201,12
car4.21,DEFAULT_VEHTYPE,123160863,191,201,10
car4.22,DEFAULT_VEHTYPE,123160863,189,201,12
car4.23,DEFAULT_VEHTYPE,123160863,190,201,11
car4.24,DEFAULT_VEHTYPE,123160863,191,201,10
car4.25,DEFAULT_VEHTYPE,123160863,190,201,11
car4.26,DEFAULT_VEHTYPE,123160863,192,201,9
car2.7,DEFAULT_VEHTYPE,11331520849,163,202,39
car5.7,DEFAULT_VEHTYPE,122865866,85,202,117
car2.9,DEFAULT_VEHTYPE,11331520849,167,204,37
car5.0,DEFAULT_VEHTYPE,32581279,162,204,42
car5.2,DEFAULT_VEHTYPE,122574871,189,204,15
car3.7,DEFAULT_VEHTYPE,122830047,181,205,24
car5.1,DEFAULT_VEHTYPE,122574871,173,205,32
car2.29,DEFAULT_VEHTYPE,36635968,162,206,44
car5.9,DEFAULT_VEHTYPE,122865866,139,206,67
car4.27,DEFAULT_VEHTYPE,123160859,191,207,16
car4.28,DEFAULT_VEHTYPE,123160859,191,207,16
car4.30,DEFAULT_VEHTYPE,123160859,190,207,17
car6.13,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,201,207,6
car6.16,DEFAULT_VEHTYPE,GS_cluster_18314684_1833694981,203,207,4
car3.46,DEFAULT_VEHTYPE,122763218,207,208,1
car1.19,DEFAULT_VEHTYPE,36635976,178,209,31
car1.20,DEFAULT_VEHTYPE,36635976,177,209,32
car2.28,DEFAULT_VEHTYPE,36635968,157,209,52
car5.7,DEFAULT_VEHTYPE,1686594171,208,210,2
car5.8,DEFAULT_VEHTYPE,1686594171,209,210,1
car6.27,DEFAULT_VEHTYPE,122763218,207,210,3
car6.28,DEFAULT_VEHTYPE,122763218,209,210,1
car3.47,DEFAULT_VEHTYPE,122763218,212,213,1
car2.3,DEFAULT_VEHTYPE,36635976,171,215,44
car2.5,DEFAULT_VEHTYPE,122865866,175,215,40
car6.39,DEFAULT_VEHTYPE,36635979,190,215,25
car6.40,DEFAULT_VEHTYPE,36635979,196,215,19
car6.41,DEFAULT_VEHTYPE,36635979,201,215,14
car6.42,DEFAULT_VEHTYPE,36635979,204,215,11
car6.43,DEFAULT_VEHTYPE,36635979,209,215,6
car6.44,DEFAULT_VEHTYPE,36635979,213,215,2
bus2,bus,122574886,204,216,12
car2.2,DEFAULT_VEHTYPE,36635976,169,216,47
car6.4,DEFAULT_VEHTYPE,122763207,206,216,10
car6.5,DEFAULT_VEHTYPE,122763207,208,216,8
car6.8,DEFAULT_VEHTYPE,122763207,210,216,6
car6.9,DEFAULT_VEHTYPE,122763207,209,216,7
car3.48,DEFAULT_VEHTYPE,122763218,216,217,1
car4.10,DEFAULT_VEHTYPE,122663827,177,217,40
car2.0,DEFAULT_VEHTYPE,36635976,170,218,48
car3.44,DEFAULT_VEHTYPE,122763218,216,218,2
car6.19,DEFAULT_VEHTYPE,GS_cluster_10738391828_178489893,201,218,17
car6.20,DEFAULT_VEHTYPE,GS_cluster_10738391828_178489893,202,218,16
car6.21,DEFAULT_VEHTYPE,GS_cluster_10738391828_178489893,203,218,15
car6.22,DEFAULT_VEHTYPE,GS_cluster_10738391828_178489893,205,218,13
car6.30,DEFAULT_VEHTYPE,122763222,194,218,24
bus4,bus,cluster_123160878_2450046772,204,221,17
car3.37,DEFAULT_VEHTYPE,122763218,185,221,36
car3.49,DEFAULT_VEHTYPE,122763218,221,222,1
car4.14,DEFAULT_VEHTYPE,123160863,185,222,37
car2.4,DEFAULT_VEHTYPE,122865866,174,223,49
car4.11,DEFAULT_VEHTYPE,123160863,184,223,39
car4.19,DEFAULT_VEHTYPE,123160863,186,223,37
car6.3,DEFAULT_VEHTYPE,122763207,204,223,19
car4.16,DEFAULT_VEHTYPE,123160863,186,224,38
car1.5,DEFAULT_VEHTYPE,11331520849,168,225,57
car1.7,DEFAULT_VEHTYPE,11331520849,173,226,53
car2.17,DEFAULT_VEHTYPE,cluster_1832615131_4075599903_5942692697_5942692700,156,226,70
car3.50,DEFAULT_VEHTYPE,122763218,225,226,1
car4.39,DEFAULT_VEHTYPE,123160850,193,226,33
