sim_time,vehicle_id,vehicle_type,tls_id,lane_id,position,speed,priority_granted,phase_index,note,actual_delay
18,car5.0,DEFAULT_VEHTYPE,122865866,-405356772_0,7.1225760087589975,27.479795580057257,yes,0,green granted after 8s,8
18,car4.0,DEFAULT_VEHTYPE,123160850,13420705#2_0,44.978854612956724,0.0005912829124766428,yes,4,green granted after 8s,8
20,car3.0,DEFAULT_VEHTYPE,122763218,13403804#0_0,0.9804115630646209,13.64962149740918,yes,2,green granted after 8s,8
21,car6.0,DEFAULT_VEHTYPE,36635979,405356819_0,22.89876947999713,0.0018996170634741675,yes,0,green granted after 8s,8
35,car1.0,DEFAULT_VEHTYPE,852777135,-405356693#0_0,57.64888779999977,0.0,yes,0,green granted after 8s,8
42,car2.2,DEFAULT_VEHTYPE,36635968,405356684#1_1,3.1657331500631702,7.601856689434667,yes,0,green granted after 8s,8
44,car6.1,DEFAULT_VEHTYPE,122763222,1336489164#1_1,77.5584372697433,12.757619493202114,yes,0,green granted after 8s,8
46,car3.0,DEFAULT_VEHTYPE,1686594173,156415834#2_0,26.052884909257507,21.97502037452488,yes,0,green granted after 8s,8
46,bus4,bus,cluster_1832615131_4075599903_5942692697_5942692700,629470692_1,2.617693643742946,7.038667361671105,yes,4,green granted after 8s,8
57,bus3,bus,16218739,405329051#0_1,4.710129453430959,8.225925806723534,yes,0,green granted after 8s,8
62,car1.1,DEFAULT_VEHTYPE,36635976,-405356704#0_1,37.27893555305007,0.0,yes,0,green granted after 8s,8
62,car5.0,DEFAULT_VEHTYPE,122830043,-405356776_0,14.362725297712046,19.161234980332665,yes,0,green granted after 8s,8
62,bus2,bus,122574908,405356994_0,3.9591256409068407,7.809433823497966,yes,0,green granted after 8s,8
74,car5.0,DEFAULT_VEHTYPE,1686594171,-405356788#0_0,34.718989599042864,0.0004751054127792638,yes,0,green granted after 8s,8
76,car6.1,DEFAULT_VEHTYPE,GS_cluster_10738391828_178489893,405328960#0_1,23.6088838566391,0.0,yes,0,green granted after 8s,8
79,bus4,bus,1686594183,-405356832#0_0,1.9840197023860995,2.06371802807321,yes,0,green granted after 8s,8
80,bus3,bus,122575436,-1318025801#1_0,14.938876493642036,9.39783283179144,yes,0,green granted after 8s,8
