sim_time,vehicle_id,vehicle_type,tls_id,lane_id,position_marker,actual_position,speed
47,13,DEFAULT_VEHTYPE,N/A,13460287#11_0,middle,9.84,11.256507172171146
49,19,DEFAULT_VEHTYPE,N/A,1355191048#12_0,end,101.97,8.211388563335026
50,18,DEFAULT_VEHTYPE,N/A,:cluster_6442691317_6735163740_12_0,end,12.18,9.974363830182746
51,2,DEFAULT_VEHTYPE,N/A,-13452953#7_0,end,42.73,12.262758924888761
51,6,DEFAULT_VEHTYPE,N/A,:122682840_0_0,end,2.15,3.6986897146821764
52,0,DEFAULT_VEHTYPE,N/A,13449582#0_0,end,43.64,8.613122578243038
52,7,DEFAULT_VEHTYPE,N/A,:122884517_7_0,end,3.15,4.300113461143901
53,10,DEFAULT_VEHTYPE,N/A,13399273#6_0,middle,96.76,15.892395112790094
53,18,DEFAULT_VEHTYPE,N/A,:6735163738_5_0,end,9.33,10.446517639500133
53,3,DEFAULT_VEHTYPE,N/A,-13380841#2_0,end,349.1,13.960040703429163
54,17,DEFAULT_VEHTYPE,N/A,-13471584#0_0,middle,209.28,12.008857898689085
54,7,DEFAULT_VEHTYPE,N/A,-13428024#1_0,start,0.96,5.8110361964166914
55,11,DEFAULT_VEHTYPE,N/A,:6819173381_6_0,middle,4.71,16.03549040532604
56,3,DEFAULT_VEHTYPE,N/A,:8460360120_4_0,start,0.6,13.873350235553712
57,13,DEFAULT_VEHTYPE,N/A,:123696737_12_0,end,8.39,7.331743889808908
58,3,DEFAULT_VEHTYPE,N/A,:cluster_123168517_1923921139_6_0,start,0.64,14.83548208862941
59,10,DEFAULT_VEHTYPE,N/A,13399273#6_0,end,193.55,15.842562908456587
59,7,DEFAULT_VEHTYPE,N/A,:122884523_4_0,start,0.08,11.598599701122344
61,6,DEFAULT_VEHTYPE,N/A,13303527#0_0,end,103.21,11.184188602329412
63,2,DEFAULT_VEHTYPE,N/A,:123696737_1_0,end,14.2,8.804310324797045
63,21,DEFAULT_VEHTYPE,N/A,:123293222_5_0,end,1.38,3.716065
63,27,DEFAULT_VEHTYPE,N/A,13360321#0_0,middle,76.86,11.487200653610932
63,28,DEFAULT_VEHTYPE,N/A,-13360320#0_0,middle,50.6,10.468287501361422
63,3,DEFAULT_VEHTYPE,N/A,:6819173381_0_0,end,9.13,15.894065271430762
64,13,DEFAULT_VEHTYPE,N/A,-13452953#4_0,end,9.16,13.880597710483089
64,21,DEFAULT_VEHTYPE,N/A,13395352#2_0,start,0.05,3.3426262900489943
65,13,DEFAULT_VEHTYPE,N/A,:122560789_0_0,end,13.84,14.433880492057034
66,12,DEFAULT_VEHTYPE,N/A,:cluster_123168517_1923921139_10_0,start,0.44,1.44267386412248
66,4,DEFAULT_VEHTYPE,N/A,:cluster_123168517_1923921139_1_0,start,0.91,1.9122695872094484
66,5,DEFAULT_VEHTYPE,N/A,:cluster_123168517_1923921139_1_1,start,0.96,1.9594686640193686
67,10,DEFAULT_VEHTYPE,N/A,:122884511_7_0,start,0.01,17.019477506318058
67,22,DEFAULT_VEHTYPE,N/A,-13318269#1_0,end,255.53,3.8443015302008625
68,11,DEFAULT_VEHTYPE,N/A,:cluster_4298878847_8460360125_9_1,middle,9.81,19.562630751403557
68,12,DEFAULT_VEHTYPE,N/A,:cluster_123168517_1923921139_10_0,middle,9.69,5.74245735972654
68,3,DEFAULT_VEHTYPE,N/A,:122966102_6_0,start,0.42,7.491011856776293
68,5,DEFAULT_VEHTYPE,N/A,:cluster_123168517_1923921139_1_1,middle,10.07,5.530282504111528
69,2,DEFAULT_VEHTYPE,N/A,:6787549270_0_0,end,5.73,12.61755032251341
69,28,DEFAULT_VEHTYPE,N/A,:123042519_1_0,start,0.7,3.6709396431070562
69,3,DEFAULT_VEHTYPE,N/A,:122966102_16_0,middle,4.92,8.568679337807051
69,4,DEFAULT_VEHTYPE,N/A,:cluster_123168517_1923921139_1_0,end,19.79,8.06452029598877
70,28,DEFAULT_VEHTYPE,N/A,13379536#0_0,start,0.95,2.8038053747347367
71,8,DEFAULT_VEHTYPE,N/A,-13399273#13_0,start,0.24,7.251481468856536
74,17,DEFAULT_VEHTYPE,N/A,-13471584#0_0,end,417.98,0.9769502698976537
75,5,DEFAULT_VEHTYPE,N/A,:cluster_122808622_1923921209_0_1,start,0.18,16.58549845972497
75,8,DEFAULT_VEHTYPE,N/A,:6819173381_0_0,end,8.68,14.43951600407552
76,18,DEFAULT_VEHTYPE,N/A,13460287#8_0,end,22.92,9.632897884827152
76,23,DEFAULT_VEHTYPE,N/A,:122855943_9_0,start,0.1,3.5175396944762065
76,27,DEFAULT_VEHTYPE,N/A,13360321#1_0,middle,69.1,11.467483240028093
76,31,DEFAULT_VEHTYPE,N/A,:122818155_12_0,middle,4.62,6.762573756062061
77,23,DEFAULT_VEHTYPE,N/A,:122855943_9_0,end,2.38,2.284318347400985
77,33,DEFAULT_VEHTYPE,N/A,13326146#0_0,start,0.43,12.80236265694152
78,14,DEFAULT_VEHTYPE,N/A,:122792365_5_0,start,0.14,14.698649728716092
79,14,DEFAULT_VEHTYPE,N/A,693134371#2_0,start,0.18,14.956173011542969
80,24,DEFAULT_VEHTYPE,N/A,:123029649_5_0,start,0.21,3.106432671566456
81,19,DEFAULT_VEHTYPE,N/A,:122793637_6_0,middle,4.85,5.97532575759656
81,24,DEFAULT_VEHTYPE,N/A,:123029649_5_0,middle,2.54,2.335019560089297
81,4,DEFAULT_VEHTYPE,N/A,405337838#2_1,start,0.1,20.173240127853177
82,12,DEFAULT_VEHTYPE,N/A,1012376671_0,end,126.12,20.791813743069998
82,14,DEFAULT_VEHTYPE,N/A,:3342866083_0_0,start,0.47,14.392779464576133
82,19,DEFAULT_VEHTYPE,N/A,-13331053#0_0,start,0.78,4.95059114238798
82,24,DEFAULT_VEHTYPE,N/A,-13358246#2_0,start,0.12,2.2522052568159623
82,34,DEFAULT_VEHTYPE,N/A,:122560756_1_0,end,14.23,8.370037448283597
82,t1A9-b1601D-sl4.0,bus,N/A,-405337844_0,end,111.62,0.9250170186953701
83,14,DEFAULT_VEHTYPE,N/A,693134371#3_0,middle,5.69,14.61734950353738
83,5,DEFAULT_VEHTYPE,N/A,:6369793097_1_1,end,9.33,16.117173090269116
84,11,DEFAULT_VEHTYPE,N/A,:123285305_16_0,middle,2.3,5.775613438327225
85,1,DEFAULT_VEHTYPE,N/A,13407257#3_0,end,59.6,0.8224565221740336
85,11,DEFAULT_VEHTYPE,N/A,:123285305_16_0,end,3.59,1.2889193231290423
85,29,DEFAULT_VEHTYPE,N/A,:123029646_2_0,middle,2.42,3.892625672419614
86,10,DEFAULT_VEHTYPE,N/A,:6819173381_6_0,middle,4.99,16.39556767466564
86,12,DEFAULT_VEHTYPE,N/A,405337831#0_0,end,65.35,20.243148674748138
86,29,DEFAULT_VEHTYPE,N/A,:123029646_16_0,middle,4.59,6.238485481779149
86,t212-b15F99-sl4.0,bus,N/A,405337863#1_0,end,30.61,0.8983800963032991
87,36,DEFAULT_VEHTYPE,N/A,1355191048#9_0,end,158.04,8.587145478563883
88,12,DEFAULT_VEHTYPE,N/A,405337831#1_0,middle,28.58,17.61776630663391
88,37,DEFAULT_VEHTYPE,N/A,13360321#3_0,middle,139.73,12.418754413064896
89,t212-b15F99-sl4.0,bus,N/A,:cluster_1923879157_4075433697_8_0,middle,7.39,3.149698453489691
90,43,DEFAULT_VEHTYPE,N/A,693134371#2_0,middle,22.06,6.473690105159766
90,7,DEFAULT_VEHTYPE,N/A,-13428024#0_0,end,338.55,4.330086791464215
91,13,DEFAULT_VEHTYPE,N/A,:123347771_0_0,middle,7.65,14.339623917536192
91,27,DEFAULT_VEHTYPE,N/A,13360321#2_0,end,91.92,4.527297259259058
91,7,DEFAULT_VEHTYPE,N/A,:123527362_3_0,middle,4.41,4.987817121335306
92,10,DEFAULT_VEHTYPE,N/A,:cluster_123168517_1923921139_14_0,start,0.86,2.5633395846163434
92,15,DEFAULT_VEHTYPE,N/A,:122966110_1_0,middle,3.62,4.7740004162982626
92,19,DEFAULT_VEHTYPE,N/A,-13331053#0_0,end,102.73,3.700411125228043
92,4,DEFAULT_VEHTYPE,N/A,:6789986823_1_1,start,0.68,20.265209110217228
92,7,DEFAULT_VEHTYPE,N/A,1355191048#12_0,start,0.59,5.224408432343975
93,10,DEFAULT_VEHTYPE,N/A,:cluster_123168517_1923921139_14_0,middle,4.86,4.002494248996819
93,18,DEFAULT_VEHTYPE,N/A,13460287#12_0,end,81.05,4.954453883986322
93,27,DEFAULT_VEHTYPE,N/A,-13360321#2_0,start,0.75,2.9546308538417514
93,4,DEFAULT_VEHTYPE,N/A,:6789986828_1_1,start,0.02,20.484666612205153
94,18,DEFAULT_VEHTYPE,N/A,:123696737_13_0,middle,6.77,7.377807236803099
94,3,DEFAULT_VEHTYPE,N/A,:122884526_1_0,middle,2.46,4.969527181551618
94,43,DEFAULT_VEHTYPE,N/A,693134371#3_0,end,11.5,13.649053314025512
94,t212-b15F99-sl4.0,bus,N/A,:4075433696_0_0,middle,4.17,7.061047172755934
95,3,DEFAULT_VEHTYPE,N/A,:122884526_9_0,middle,5.18,6.792728343058204
95,41,DEFAULT_VEHTYPE,N/A,13331053#1_0,end,108.4,0.6830079461823109
96,41,DEFAULT_VEHTYPE,N/A,:122884526_4_0,start,0.62,0.9647359962679186
97,1,DEFAULT_VEHTYPE,N/A,:8460360126_0_1,middle,4.98,16.072337067673956
97,19,DEFAULT_VEHTYPE,N/A,13428024#1_0,middle,26.0,11.799641653069063
97,21,DEFAULT_VEHTYPE,N/A,:8404968538_1_1,middle,3.26,17.87337643733478
97,22,DEFAULT_VEHTYPE,N/A,:cluster_6726597894_8404897683_5_0,end,10.62,13.2242812707328
97,7,DEFAULT_VEHTYPE,N/A,1355191048#12_0,middle,51.16,11.227203707902916
98,11,DEFAULT_VEHTYPE,N/A,:1923879165_5_0,middle,4.91,14.121575634586595
98,14,DEFAULT_VEHTYPE,N/A,:5106879029_0_1,end,7.34,17.004059043563476
98,25,DEFAULT_VEHTYPE,N/A,-13461550_0,end,485.96,4.941074714651609
98,34,DEFAULT_VEHTYPE,N/A,:122560760_7_0,start,0.97,15.904049968141923
99,42,DEFAULT_VEHTYPE,N/A,-1355191048#2_0,start,0.14,12.556407327719835
100,35,DEFAULT_VEHTYPE,N/A,-13380841#1_0,start,0.76,13.719023587690787
100,t1A9-b1601D-sl4.0,bus,N/A,:7465198002_0_0,start,0.04,15.346943932943987
101,25,DEFAULT_VEHTYPE,N/A,13461550_0,start,0.62,1.8766676346588136
101,31,DEFAULT_VEHTYPE,N/A,13399273#2_0,start,0.87,17.94130463585645
101,44,DEFAULT_VEHTYPE,N/A,:122842100_3_0,middle,4.11,6.432524048379876
101,45,DEFAULT_VEHTYPE,N/A,-13331053#1_0,end,108.5,7.79834809728718
102,11,DEFAULT_VEHTYPE,N/A,:122966122_4_0,start,0.69,7.363951839771122
102,19,DEFAULT_VEHTYPE,N/A,:122884517_0_0,end,8.76,5.7442601180916215
102,27,DEFAULT_VEHTYPE,N/A,-13360321#2_0,end,91.69,11.758941141015098
102,32,DEFAULT_VEHTYPE,N/A,13461550_0,end,485.69,4.927233948160813
102,37,DEFAULT_VEHTYPE,N/A,13360321#5_0,middle,23.98,12.757809880671418
102,4,DEFAULT_VEHTYPE,N/A,:7882526424_0_1,start,0.69,20.05058714623662
102,48,DEFAULT_VEHTYPE,N/A,693134371#1_0,middle,47.4,12.455599894281477
102,7,DEFAULT_VEHTYPE,N/A,1355191048#12_0,end,101.34,6.334453371131255
103,35,DEFAULT_VEHTYPE,N/A,-13380841#0_0,start,0.56,12.913904780262271
103,38,DEFAULT_VEHTYPE,N/A,25003109#6_1,end,35.61,11.865774949653147
103,9,DEFAULT_VEHTYPE,N/A,:7882526412_6_0,end,8.46,13.042212502145803
104,14,DEFAULT_VEHTYPE,N/A,524847620#0_1,middle,36.48,19.326170383663715
104,22,DEFAULT_VEHTYPE,N/A,1013754695_0,start,0.12,6.124563209409215
104,32,DEFAULT_VEHTYPE,N/A,:123629627_4_0,end,13.66,7.810926388481551
104,40,DEFAULT_VEHTYPE,N/A,13319817#2_0,end,249.9,4.494959889270861
104,43,DEFAULT_VEHTYPE,N/A,:cluster_123566647_1923921203_5_0,middle,6.29,4.723521805770246
104,7,DEFAULT_VEHTYPE,N/A,13315637_0,start,0.46,5.707383102768622
104,9,DEFAULT_VEHTYPE,N/A,692908076#12_0,end,8.98,9.937316743357401
104,t212-b15F99-sl4.0,bus,N/A,405337865#0_0,end,95.74,14.570059622987173
105,3,DEFAULT_VEHTYPE,N/A,:122793637_0_0,middle,4.96,6.944222055915736
105,43,DEFAULT_VEHTYPE,N/A,:cluster_123566647_1923921203_5_0,end,13.12,6.833614486787951
105,44,DEFAULT_VEHTYPE,N/A,692908076#1_0,middle,34.55,13.195914314320564
105,8,DEFAULT_VEHTYPE,N/A,:122651092_4_0,start,0.37,14.493011461355016
106,14,DEFAULT_VEHTYPE,N/A,:7882526427_3_1,start,0.99,18.696532358196432
106,15,DEFAULT_VEHTYPE,N/A,692908076#10_0,middle,2.57,7.553126072749362
106,43,DEFAULT_VEHTYPE,N/A,524847623#0_0,middle,7.37,7.726135982368067
106,48,DEFAULT_VEHTYPE,N/A,693134371#1_0,end,94.15,7.798143150685075
106,5,DEFAULT_VEHTYPE,N/A,:6451269215_0_1,middle,4.41,15.605804328289143
106,8,DEFAULT_VEHTYPE,N/A,-13399273#6_0,start,0.43,14.458472121570482
107,12,DEFAULT_VEHTYPE,N/A,405337850_0,end,111.69,10.204551021481521
107,37,DEFAULT_VEHTYPE,N/A,:cluster_123042540_1923921133_9_0,middle,12.75,7.7991385675731095
107,46,DEFAULT_VEHTYPE,N/A,13428134_0,end,168.96,7.497312943878697
107,49,DEFAULT_VEHTYPE,N/A,:6788098495_1_1,end,8.86,15.355186626943693
107,5,DEFAULT_VEHTYPE,N/A,:7512975394_1_1,start,0.76,16.075106551213448
108,22,DEFAULT_VEHTYPE,N/A,1013754695_0,end,48.41,15.358638238719983
108,23,DEFAULT_VEHTYPE,N/A,:122855945_3_0,end,9.05,6.306389520111494
108,46,DEFAULT_VEHTYPE,N/A,-13307588#1_0,start,0.08,3.031401949885115
109,1,DEFAULT_VEHTYPE,N/A,:1599200854_0_1,end,9.28,18.70631025857209
109,12,DEFAULT_VEHTYPE,N/A,13369411#0_0,middle,2.71,5.418434673645313
109,30,DEFAULT_VEHTYPE,N/A,:7607589443_5_0,end,8.53,13.293983946104795
109,6,DEFAULT_VEHTYPE,N/A,:122792365_5_0,start,0.03,13.00907163771475
110,26,DEFAULT_VEHTYPE,N/A,:122818166_1_0,start,0.2,10.94850521634462
110,43,DEFAULT_VEHTYPE,N/A,524847623#1_0,middle,31.19,14.372918557287118
110,47,DEFAULT_VEHTYPE,N/A,693134371#2_0,middle,22.23,10.111189613423564
110,49,DEFAULT_VEHTYPE,N/A,:6788098492_1_3,middle,4.66,14.519116624468095
110,50,DEFAULT_VEHTYPE,N/A,-13279071#4_0,end,79.68,5.0098939683024515
111,11,DEFAULT_VEHTYPE,N/A,13346422#2_0,end,83.61,6.579246001005918
111,15,DEFAULT_VEHTYPE,N/A,692908076#12_0,middle,4.1,7.778502005110716
111,17,DEFAULT_VEHTYPE,N/A,:cluster_122808622_1923921209_11_0,end,11.69,7.684312937952564
111,34,DEFAULT_VEHTYPE,N/A,-13452953#2_0,end,48.59,14.356804439457928
111,5,DEFAULT_VEHTYPE,N/A,:4075433700_0_0,end,7.92,15.065724161621132
111,50,DEFAULT_VEHTYPE,N/A,:122560760_10_0,start,0.1,2.464718161379616
111,t212-b15F99-sl4.0,bus,N/A,405337865#1_0,end,107.94,17.650838345400988
112,14,DEFAULT_VEHTYPE,N/A,:cluster_123006096_1923921196_12_0,end,8.66,4.540854955532492
112,24,DEFAULT_VEHTYPE,N/A,:123029646_1_0,start,0.87,12.222683754722826
112,34,DEFAULT_VEHTYPE,N/A,-13452953#1_0,start,0.33,15.41470493742778
112,4,DEFAULT_VEHTYPE,N/A,:7512975406_5_0,start,0.32,11.57962180695264
112,49,DEFAULT_VEHTYPE,N/A,405337859#1_3,end,13.11,7.193479981517972
112,50,DEFAULT_VEHTYPE,N/A,:122560760_10_0,end,2.47,2.3737055115616323
112,6,DEFAULT_VEHTYPE,N/A,693134371#2_0,middle,21.74,13.050999783189344
112,t212-b15F99-sl4.0,bus,N/A,:4075433699_0_0,end,5.75,14.150352256888223
113,11,DEFAULT_VEHTYPE,N/A,-13346422#2_0,start,0.69,2.90608341865696
113,47,DEFAULT_VEHTYPE,N/A,693134371#3_0,end,11.54,15.41071056570526
113,54,DEFAULT_VEHTYPE,N/A,1036524940_0,middle,32.19,9.897418095427566
114,13,DEFAULT_VEHTYPE,N/A,:122818163_4_0,middle,7.06,15.52480925851571
114,37,DEFAULT_VEHTYPE,N/A,:7882526427_3_1,middle,4.33,17.681761084930084
114,49,DEFAULT_VEHTYPE,N/A,:cluster_1923879138_1923921160_1923921168_1923921191_4_0,end,7.25,4.0806295401818895
114,9,DEFAULT_VEHTYPE,N/A,524847623#1_1,end,61.53,15.247055905021286
115,15,DEFAULT_VEHTYPE,N/A,:cluster_123566647_1923921203_16_0,start,0.81,1.8155756273927843
115,19,DEFAULT_VEHTYPE,N/A,-13331051_0,end,134.31,4.480822994029182
115,22,DEFAULT_VEHTYPE,N/A,:cluster_123168517_1923921139_10_0,start,0.38,1.3785225152495117
115,27,DEFAULT_VEHTYPE,N/A,-13360321#0_0,start,0.17,12.390183295157918
115,30,DEFAULT_VEHTYPE,N/A,692908076#8_0,end,64.75,4.386352478958813
115,49,DEFAULT_VEHTYPE,N/A,:cluster_1923879138_1923921160_1923921168_1923921191_21_0,end,2.75,3.6571543197316894
116,28,DEFAULT_VEHTYPE,N/A,13379536#1_0,end,334.56,5.770657648939277
116,30,DEFAULT_VEHTYPE,N/A,:cluster_122966113_7882526434_19_0,start,0.68,2.77705081607949
116,33,DEFAULT_VEHTYPE,N/A,13326146#1_0,end,331.08,0.9473788844102256
116,47,DEFAULT_VEHTYPE,N/A,:7512975401_4_0,end,9.31,14.423995665280557
116,54,DEFAULT_VEHTYPE,N/A,1051035134#0_2,start,0.39,16.12564192751888
117,15,DEFAULT_VEHTYPE,N/A,:cluster_123566647_1923921203_16_0,end,8.94,4.592925003901723
117,18,DEFAULT_VEHTYPE,N/A,13460287#14_0,middle,41.77,10.331451001702852
117,19,DEFAULT_VEHTYPE,N/A,13331051_0,start,0.37,3.36197627279453
117,2,DEFAULT_VEHTYPE,N/A,-1355191048#17_0,end,149.93,4.535316510027653
117,28,DEFAULT_VEHTYPE,N/A,:123159838_1_0,end,2.08,2.893411417336836
117,30,DEFAULT_VEHTYPE,N/A,-692908076#8_0,start,0.63,3.183739220884517
117,6,DEFAULT_VEHTYPE,N/A,693134371#4_0,end,23.81,15.27212080864351
118,17,DEFAULT_VEHTYPE,N/A,-13318269#4_0,middle,7.51,11.982482817811169
118,23,DEFAULT_VEHTYPE,N/A,:123566645_14_0,start,0.19,7.277273500329905
118,53,DEFAULT_VEHTYPE,N/A,-13335570_0,middle,121.68,13.333652222551448
119,47,DEFAULT_VEHTYPE,N/A,693134371#6_0,end,11.92,10.821198662635389
119,6,DEFAULT_VEHTYPE,N/A,:7512975406_4_0,start,0.24,13.261564915449533
120,23,DEFAULT_VEHTYPE,N/A,1355191048#9_0,start,1.0,7.423968402901664
120,5,DEFAULT_VEHTYPE,N/A,:6792432242_1_0,end,9.0,14.640868551356457
121,0,DEFAULT_VEHTYPE,N/A,:cluster_123042540_1923921133_8_0,start,0.32,6.611799300675466
121,17,DEFAULT_VEHTYPE,N/A,-13318269#2_0,start,0.08,11.65352522870081
121,20,DEFAULT_VEHTYPE,N/A,:123285305_10_0,start,0.57,1.5867830793408724
121,30,DEFAULT_VEHTYPE,N/A,-692908076#8_0,middle,32.21,10.749124964021965
121,32,DEFAULT_VEHTYPE,N/A,:7512975406_4_0,start,0.73,11.25860751182895
121,39,DEFAULT_VEHTYPE,N/A,:123347771_3_0,middle,4.61,6.574575779720955
121,4,DEFAULT_VEHTYPE,N/A,-693134371#2_0,end,43.88,15.098366482003295
121,49,DEFAULT_VEHTYPE,N/A,:6788098486_3_1,end,8.69,14.016749127947897
122,12,DEFAULT_VEHTYPE,N/A,-182041036#1_0,start,0.27,9.476701704822284
122,32,DEFAULT_VEHTYPE,N/A,:7512975406_4_0,end,9.39,8.66030199188256
122,38,DEFAULT_VEHTYPE,N/A,405336653#1_3,start,0.48,17.94199674148375
122,4,DEFAULT_VEHTYPE,N/A,-693134371#1_0,start,0.73,15.67903156276483
122,43,DEFAULT_VEHTYPE,N/A,:4075433701_0_0,end,7.97,21.04586033721182
123,47,DEFAULT_VEHTYPE,N/A,:7512975405_3_0,end,8.89,11.774278641713147
124,30,DEFAULT_VEHTYPE,N/A,:7607589443_4_0,end,8.51,14.497253410673961
124,40,DEFAULT_VEHTYPE,N/A,-1355191048#17_0,end,149.83,3.7657614728458033
124,55,DEFAULT_VEHTYPE,N/A,1355191048#8_0,end,125.18,0.9687105103199646
124,6,DEFAULT_VEHTYPE,N/A,-692908076#12_0,start,0.34,13.23804604301842
125,17,DEFAULT_VEHTYPE,N/A,-13318269#2_0,end,36.06,4.440839691761221
126,17,DEFAULT_VEHTYPE,N/A,:122792380_11_0,start,0.1,2.4594892710074783
126,21,DEFAULT_VEHTYPE,N/A,:cluster_1923879157_4075433697_8_0,start,0.52,1.5216632234863938
126,40,DEFAULT_VEHTYPE,N/A,-13399273#5_0,start,0.27,5.510933243673958
126,46,DEFAULT_VEHTYPE,N/A,-13307588#0_0,end,97.44,4.646058981948695
126,6,DEFAULT_VEHTYPE,N/A,-692908076#11_0,middle,12.88,16.121954892960826
127,1,DEFAULT_VEHTYPE,N/A,:cluster_123168517_1923921139_3_0,start,0.55,1.5470315957674756
127,17,DEFAULT_VEHTYPE,N/A,:122792380_11_0,end,3.14,3.0375952340763432
127,24,DEFAULT_VEHTYPE,N/A,-13358246#1_0,middle,161.8,11.470929714684612
127,26,DEFAULT_VEHTYPE,N/A,-1355191048#17_0,end,149.9,4.795652873737564
127,34,DEFAULT_VEHTYPE,N/A,:123347800_1_0,middle,7.62,14.457959950957923
127,47,DEFAULT_VEHTYPE,N/A,524847623#1_0,end,61.74,16.914086266333133
128,10,DEFAULT_VEHTYPE,N/A,405337823_1,middle,17.57,15.305890852891645
128,46,DEFAULT_VEHTYPE,N/A,13460287#14_0,start,0.21,8.632875205642545
128,47,DEFAULT_VEHTYPE,N/A,405337858#0_0,middle,7.97,16.630024781805357
128,8,DEFAULT_VEHTYPE,N/A,:123322573_1_0,middle,1.62,5.20569689001926
129,32,DEFAULT_VEHTYPE,N/A,:1923879133_0_0,end,8.93,15.659567988875258
129,33,DEFAULT_VEHTYPE,N/A,:123566645_13_0,middle,7.43,15.365646022546219
129,42,DEFAULT_VEHTYPE,N/A,:122855943_4_0,start,0.24,6.567869901797142
129,53,DEFAULT_VEHTYPE,N/A,:122907672_0_0,end,7.36,5.5499518975994135
129,9,DEFAULT_VEHTYPE,N/A,:cluster_123006096_1923921196_10_0,end,14.59,17.17554576067745
130,0,DEFAULT_VEHTYPE,N/A,524847621#1_2,middle,4.81,12.441644634045804
130,15,DEFAULT_VEHTYPE,N/A,524847623#0_1,middle,6.7,9.083483698851406
130,20,DEFAULT_VEHTYPE,N/A,:1923879165_5_0,end,9.95,15.379646854227364
130,50,DEFAULT_VEHTYPE,N/A,:122714901_0_0,start,0.44,11.167916902162075
130,8,DEFAULT_VEHTYPE,N/A,-13449584_0,start,0.88,6.897178279393821
131,1,DEFAULT_VEHTYPE,N/A,13380841#0_0,start,0.44,8.094702460405813
131,12,DEFAULT_VEHTYPE,N/A,:1923854842_6_0,middle,4.63,5.907058664311281
131,42,DEFAULT_VEHTYPE,N/A,:122855943_10_0,end,10.02,6.484072415314815
131,t1A9-b1601D-sl4.0,bus,N/A,405337851_0,end,88.81,1.1898421742330267
132,1,DEFAULT_VEHTYPE,N/A,13380841#0_0,middle,10.0,9.556696517740772
133,2,DEFAULT_VEHTYPE,N/A,:122951792_0_0,middle,6.74,13.131468791940563
133,34,DEFAULT_VEHTYPE,N/A,:122818166_1_0,start,0.95,14.440009762053855
133,41,DEFAULT_VEHTYPE,N/A,:1929277715_0_0,middle,4.36,13.367969795506575
134,0,DEFAULT_VEHTYPE,N/A,405337823_2,start,0.69,18.382085478312522
134,40,DEFAULT_VEHTYPE,N/A,:123322573_0_0,middle,7.61,13.339841769535429
135,0,DEFAULT_VEHTYPE,N/A,405337823_2,middle,18.19,17.501407804131766
135,39,DEFAULT_VEHTYPE,N/A,13452953#0_0,end,42.73,9.890014339212085
135,51,DEFAULT_VEHTYPE,N/A,13380841#2_0,end,348.38,8.649670539656551
135,59,DEFAULT_VEHTYPE,N/A,:122966102_8_0,start,0.96,5.440427111061483
135,t1A9-b1601D-sl4.0,bus,N/A,:cluster_123168517_1923921139_1_0,middle,10.57,3.6507662307080775
136,1,DEFAULT_VEHTYPE,N/A,13380841#1_0,end,29.72,11.829858938975528
136,15,DEFAULT_VEHTYPE,N/A,:5106879029_0_1,end,7.41,16.456283732596425
136,4,DEFAULT_VEHTYPE,N/A,-693134371#0_0,end,94.62,8.258980100550867
136,51,DEFAULT_VEHTYPE,N/A,:123168522_12_0,middle,4.78,5.488985932878711
136,6,DEFAULT_VEHTYPE,N/A,:8460340217_0_0,middle,5.19,15.707446067490134
137,1,DEFAULT_VEHTYPE,N/A,13380841#2_0,start,0.88,12.244237698682852
137,15,DEFAULT_VEHTYPE,N/A,:6359818631_4_1,start,0.99,17.043260752158982
