sim_time,vehicle_id,tls_id,lane_id,eta,speed,priority_granted,phase_index,note
4.15,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,76.88,1.64,no,N/A,ETA too high (76.9s)
4.15,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,0.97,no,N/A,No TLS ahead
4.2,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,75.13,1.67,no,N/A,ETA too high (75.1s)
4.2,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,0.99,no,N/A,No TLS ahead
4.25,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,73.54,1.71,no,N/A,ETA too high (73.5s)
4.25,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.03,no,N/A,No TLS ahead
4.3,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,72.0,1.74,no,N/A,ETA too high (72.0s)
4.3,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.08,no,N/A,No TLS ahead
4.35,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,70.9,1.77,no,N/A,ETA too high (70.9s)
4.35,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.11,no,N/A,No TLS ahead
4.4,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,69.47,1.81,no,N/A,ETA too high (69.5s)
4.4,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.14,no,N/A,No TLS ahead
4.45,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,67.81,1.85,no,N/A,ETA too high (67.8s)
4.45,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.19,no,N/A,No TLS ahead
4.5,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,66.14,1.89,no,N/A,ETA too high (66.1s)
4.5,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.23,no,N/A,No TLS ahead
4.55,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,64.96,1.93,no,N/A,ETA too high (65.0s)
4.55,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.28,no,N/A,No TLS ahead
4.6,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,63.98,1.95,no,N/A,ETA too high (64.0s)
4.6,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.32,no,N/A,No TLS ahead
4.65,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,63.11,1.98,no,N/A,ETA too high (63.1s)
4.65,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.35,no,N/A,No TLS ahead
4.7,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,62.09,2.01,no,N/A,ETA too high (62.1s)
4.7,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.38,no,N/A,No TLS ahead
4.75,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,60.62,2.06,no,N/A,ETA too high (60.6s)
4.75,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.41,no,N/A,No TLS ahead
4.8,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,59.55,2.09,no,N/A,ETA too high (59.5s)
4.8,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.45,no,N/A,No TLS ahead
4.85,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,58.16,2.14,no,N/A,ETA too high (58.2s)
4.85,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.48,no,N/A,No TLS ahead
4.9,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,57.21,2.17,no,N/A,ETA too high (57.2s)
4.9,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.52,no,N/A,No TLS ahead
4.95,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,56.5,2.2,no,N/A,ETA too high (56.5s)
4.95,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.56,no,N/A,No TLS ahead
5.0,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,55.34,2.24,no,N/A,ETA too high (55.3s)
5.0,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.6,no,N/A,No TLS ahead
5.05,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,54.61,2.27,no,N/A,ETA too high (54.6s)
5.05,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.63,no,N/A,No TLS ahead
5.1,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,53.52,2.32,no,N/A,ETA too high (53.5s)
5.1,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.66,no,N/A,No TLS ahead
5.15,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,52.52,2.36,no,N/A,ETA too high (52.5s)
5.15,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.69,no,N/A,No TLS ahead
5.2,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,51.45,2.41,no,N/A,ETA too high (51.4s)
5.2,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.74,no,N/A,No TLS ahead
5.25,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,50.81,2.43,no,N/A,ETA too high (50.8s)
5.25,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.79,no,N/A,No TLS ahead
5.3,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,49.93,2.47,no,N/A,ETA too high (49.9s)
5.3,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.83,no,N/A,No TLS ahead
5.35,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,49.23,2.51,no,N/A,ETA too high (49.2s)
5.35,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.87,no,N/A,No TLS ahead
5.4,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,48.53,2.54,no,N/A,ETA too high (48.5s)
5.4,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.92,no,N/A,No TLS ahead
5.45,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,47.57,2.59,no,N/A,ETA too high (47.6s)
5.45,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.96,no,N/A,No TLS ahead
5.5,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,46.98,2.62,no,N/A,ETA too high (47.0s)
5.5,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.99,no,N/A,No TLS ahead
5.55,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,46.09,2.67,no,N/A,ETA too high (46.1s)
5.55,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.02,no,N/A,No TLS ahead
5.6,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,45.42,2.7,no,N/A,ETA too high (45.4s)
5.6,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.06,no,N/A,No TLS ahead
5.65,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,44.73,2.74,no,N/A,ETA too high (44.7s)
5.65,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.09,no,N/A,No TLS ahead
5.7,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,44.06,2.78,no,N/A,ETA too high (44.1s)
5.7,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.14,no,N/A,No TLS ahead
5.75,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,43.57,2.81,no,N/A,ETA too high (43.6s)
5.75,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.19,no,N/A,No TLS ahead
5.8,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,43.02,2.84,no,N/A,ETA too high (43.0s)
5.8,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.23,no,N/A,No TLS ahead
5.85,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,42.32,2.88,no,N/A,ETA too high (42.3s)
5.85,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.27,no,N/A,No TLS ahead
5.9,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,41.81,2.91,no,N/A,ETA too high (41.8s)
5.9,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.3,no,N/A,No TLS ahead
5.95,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,41.25,2.95,no,N/A,ETA too high (41.2s)
5.95,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.33,no,N/A,No TLS ahead
6.0,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,40.76,2.98,no,N/A,ETA too high (40.8s)
6.0,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.37,no,N/A,No TLS ahead
6.05,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,40.15,3.02,no,N/A,ETA too high (40.1s)
6.05,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.41,no,N/A,No TLS ahead
6.1,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,39.71,3.05,no,N/A,ETA too high (39.7s)
6.1,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.45,no,N/A,No TLS ahead
6.15,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,39.33,3.08,no,N/A,ETA too high (39.3s)
6.15,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.48,no,N/A,No TLS ahead
6.2,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,38.89,3.11,no,N/A,ETA too high (38.9s)
6.2,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.53,no,N/A,No TLS ahead
6.25,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,38.41,3.14,no,N/A,ETA too high (38.4s)
6.25,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.56,no,N/A,No TLS ahead
6.3,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,38.01,3.17,no,N/A,ETA too high (38.0s)
6.3,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.6,no,N/A,No TLS ahead
6.35,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,37.47,3.22,no,N/A,ETA too high (37.5s)
6.35,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.64,no,N/A,No TLS ahead
6.4,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,37.07,3.25,no,N/A,ETA too high (37.1s)
6.4,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.69,no,N/A,No TLS ahead
6.45,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,36.62,3.28,no,N/A,ETA too high (36.6s)
6.45,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.73,no,N/A,No TLS ahead
6.5,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,36.18,3.32,no,N/A,ETA too high (36.2s)
6.5,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.75,no,N/A,No TLS ahead
6.55,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,35.73,3.35,no,N/A,ETA too high (35.7s)
6.55,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.79,no,N/A,No TLS ahead
6.6,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,35.28,3.39,no,N/A,ETA too high (35.3s)
6.6,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.82,no,N/A,No TLS ahead
6.65,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,34.9,3.42,no,N/A,ETA too high (34.9s)
6.65,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.86,no,N/A,No TLS ahead
6.7,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,34.49,3.46,no,N/A,ETA too high (34.5s)
6.7,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.89,no,N/A,No TLS ahead
6.75,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,34.1,3.49,no,N/A,ETA too high (34.1s)
6.75,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.93,no,N/A,No TLS ahead
6.8,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,33.73,3.53,no,N/A,ETA too high (33.7s)
6.8,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.98,no,N/A,No TLS ahead
6.85,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,33.22,3.58,no,N/A,ETA too high (33.2s)
6.85,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.02,no,N/A,No TLS ahead
6.9,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,32.92,3.6,no,N/A,ETA too high (32.9s)
6.9,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.05,no,N/A,No TLS ahead
6.95,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,32.51,3.64,no,N/A,ETA too high (32.5s)
6.95,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.08,no,N/A,No TLS ahead
7.0,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,32.15,3.68,no,N/A,ETA too high (32.1s)
7.0,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.12,no,N/A,No TLS ahead
7.05,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,31.76,3.72,no,N/A,ETA too high (31.8s)
7.05,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.16,no,N/A,No TLS ahead
7.1,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,31.39,3.75,no,N/A,ETA too high (31.4s)
7.1,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.19,no,N/A,No TLS ahead
7.15,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,31.04,3.79,no,N/A,ETA too high (31.0s)
7.15,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.23,no,N/A,No TLS ahead
7.2,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,30.75,3.82,no,N/A,ETA too high (30.7s)
7.2,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.27,no,N/A,No TLS ahead
7.25,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,30.47,3.85,no,N/A,ETA too high (30.5s)
7.25,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.31,no,N/A,No TLS ahead
7.3,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,30.16,3.88,no,N/A,ETA too high (30.2s)
7.3,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.35,no,N/A,No TLS ahead
7.35,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,29.75,3.93,no,N/A,ETA too high (29.8s)
7.35,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.39,no,N/A,No TLS ahead
7.4,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,29.47,3.96,no,N/A,ETA too high (29.5s)
7.4,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.43,no,N/A,No TLS ahead
7.45,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,29.21,3.99,no,N/A,ETA too high (29.2s)
7.45,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.46,no,N/A,No TLS ahead
7.5,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,28.87,4.03,no,N/A,ETA too high (28.9s)
7.5,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.5,no,N/A,No TLS ahead
7.55,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,28.49,4.07,no,N/A,ETA too high (28.5s)
7.55,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.53,no,N/A,No TLS ahead
7.6,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,28.22,4.11,no,N/A,ETA too high (28.2s)
7.6,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.56,no,N/A,No TLS ahead
7.65,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,27.9,4.15,no,N/A,ETA too high (27.9s)
7.65,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.6,no,N/A,No TLS ahead
7.7,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,27.58,4.19,no,N/A,ETA too high (27.6s)
7.7,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.65,no,N/A,No TLS ahead
7.75,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,27.21,4.24,no,N/A,ETA too high (27.2s)
7.75,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.68,no,N/A,No TLS ahead
7.8,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,26.98,4.26,no,N/A,ETA too high (27.0s)
7.8,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.71,no,N/A,No TLS ahead
7.85,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,26.62,4.31,no,N/A,ETA too high (26.6s)
7.85,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.75,no,N/A,No TLS ahead
7.9,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,26.37,4.35,no,N/A,ETA too high (26.4s)
7.9,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.78,no,N/A,No TLS ahead
7.95,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,26.09,4.38,no,N/A,ETA too high (26.1s)
7.95,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.83,no,N/A,No TLS ahead
8.0,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,25.89,4.41,no,N/A,ETA too high (25.9s)
8.0,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.87,no,N/A,No TLS ahead
8.05,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,25.55,4.46,no,N/A,ETA too high (25.6s)
8.05,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.89,no,N/A,No TLS ahead
8.1,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,25.23,4.51,no,N/A,ETA too high (25.2s)
8.1,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.66,no,N/A,No TLS ahead
8.15,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,24.92,4.55,no,N/A,ETA too high (24.9s)
8.15,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.44,no,N/A,No TLS ahead
8.2,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,24.6,4.6,no,N/A,ETA too high (24.6s)
8.2,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,3.21,no,N/A,No TLS ahead
8.25,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,24.41,4.63,no,N/A,ETA too high (24.4s)
8.25,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.99,no,N/A,No TLS ahead
8.3,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,24.2,4.66,no,N/A,ETA too high (24.2s)
8.3,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.76,no,N/A,No TLS ahead
8.35,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,24.02,4.69,no,N/A,ETA too high (24.0s)
8.35,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.54,no,N/A,No TLS ahead
8.4,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,23.81,4.72,no,N/A,ETA too high (23.8s)
8.4,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.31,no,N/A,No TLS ahead
8.45,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,23.58,4.75,no,N/A,ETA too high (23.6s)
8.45,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,2.09,no,N/A,No TLS ahead
8.5,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,23.37,4.79,no,N/A,ETA too high (23.4s)
8.5,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.86,no,N/A,No TLS ahead
8.55,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,23.13,4.82,no,N/A,ETA too high (23.1s)
8.55,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.64,no,N/A,No TLS ahead
8.6,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,22.91,4.86,no,N/A,ETA too high (22.9s)
8.6,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.41,no,N/A,No TLS ahead
8.65,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,22.74,4.89,no,N/A,ETA too high (22.7s)
8.65,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,1.19,no,N/A,No TLS ahead
8.7,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,22.56,4.91,no,N/A,ETA too high (22.6s)
8.7,t212-b15F99-sl4.0,N/A,405337852#0_0,N/A,0.96,no,N/A,No TLS ahead
8.75,t1A9-b1601D-sl4.0,123731751,-405337861#1_0,22.38,4.94,no,N/A,ETA too high (22.4s)
