trip_id,vehicle_id,start_stop_id,end_stop_id,start_time,end_time,duration_min
t645-b15F99-sl3,1901,2028,1171,2025-06-16 15:57:48,2025-06-16 17:55:29,117.68
t6A9-b16029-sl3,2312,2028,1171,2025-06-16 17:05:50,2025-06-16 18:46:08,100.3
t6BD-b1602A-sl3,3114,2028,1171,2025-06-16 17:16:40,2025-06-16 19:08:35,111.92
