vehicle_id,vehicle_type,start_time,end_time,duration
f_0.16,DEFAULT_VEHTYPE,72,238,166
f_0.17,DEFAULT_VEHTYPE,77,240,163
f_0.19,DEFAULT_VEHTYPE,86,241,155
f_0.18,DEFAULT_VEHTYPE,81,243,162
f_0.20,DEFAULT_VEHTYPE,90,245,155
f_0.21,DEFAULT_VEHTYPE,95,247,152
f_1.30,DEFAULT_VEHTYPE,135,247,112
f_1.31,DEFAULT_VEHTYPE,140,248,108
f_1.32,DEFAULT_VEHTYPE,144,249,105
f_1.33,DEFAULT_VEHTYPE,149,250,101
f_0.22,DEFAULT_VEHTYPE,99,252,153
f_0.23,DEFAULT_VEHTYPE,104,254,150
f_1.35,DEFAULT_VEHTYPE,158,256,98
f_1.34,DEFAULT_VEHTYPE,153,257,104
f_1.37,DEFAULT_VEHTYPE,167,258,91
f_1.36,DEFAULT_VEHTYPE,162,259,97
f_1.38,DEFAULT_VEHTYPE,171,266,95
f_1.40,DEFAULT_VEHTYPE,180,266,86
f_1.39,DEFAULT_VEHTYPE,176,268,92
f_1.41,DEFAULT_VEHTYPE,185,270,85
f_0.25,DEFAULT_VEHTYPE,113,271,158
f_0.24,DEFAULT_VEHTYPE,108,276,168
f_0.26,DEFAULT_VEHTYPE,117,277,160
f_0.27,DEFAULT_VEHTYPE,122,279,157
f_2.3,DEFAULT_VEHTYPE,14,281,267
f_0.29,DEFAULT_VEHTYPE,131,281,150
f_0.28,DEFAULT_VEHTYPE,126,283,157
f_1.43,DEFAULT_VEHTYPE,194,287,93
f_1.44,DEFAULT_VEHTYPE,198,288,90
f_0.31,DEFAULT_VEHTYPE,140,289,149
f_0.30,DEFAULT_VEHTYPE,135,290,155
f_1.45,DEFAULT_VEHTYPE,203,290,87
f_0.33,DEFAULT_VEHTYPE,149,292,143
f_0.32,DEFAULT_VEHTYPE,144,296,152
f_0.34,DEFAULT_VEHTYPE,153,297,144
f_0.35,DEFAULT_VEHTYPE,158,299,141
f_0.36,DEFAULT_VEHTYPE,162,301,139
f_2.12,DEFAULT_VEHTYPE,54,303,249
f_2.4,DEFAULT_VEHTYPE,18,307,289
f_2.6,DEFAULT_VEHTYPE,27,307,280
f_2.11,DEFAULT_VEHTYPE,50,307,257
f_2.13,DEFAULT_VEHTYPE,59,307,248
f_2.14,DEFAULT_VEHTYPE,63,308,245
f_2.5,DEFAULT_VEHTYPE,23,309,286
f_2.10,DEFAULT_VEHTYPE,45,310,265
f_2.7,DEFAULT_VEHTYPE,32,311,279
f_2.9,DEFAULT_VEHTYPE,41,311,270
f_2.8,DEFAULT_VEHTYPE,36,313,277
f_2.15,DEFAULT_VEHTYPE,68,314,246
f_1.48,DEFAULT_VEHTYPE,216,315,99
f_1.42,DEFAULT_VEHTYPE,189,316,127
f_1.47,DEFAULT_VEHTYPE,212,317,105
f_1.46,DEFAULT_VEHTYPE,207,318,111
f_1.50,DEFAULT_VEHTYPE,225,318,93
f_1.49,DEFAULT_VEHTYPE,221,319,98
f_1.51,DEFAULT_VEHTYPE,230,321,91
f_1.52,DEFAULT_VEHTYPE,234,322,88
f_0.38,DEFAULT_VEHTYPE,171,326,155
f_1.54,DEFAULT_VEHTYPE,243,334,91
f_2.16,DEFAULT_VEHTYPE,72,339,267
f_1.55,DEFAULT_VEHTYPE,248,340,92
f_1.53,DEFAULT_VEHTYPE,239,341,102
f_1.56,DEFAULT_VEHTYPE,252,345,93
f_0.37,DEFAULT_VEHTYPE,167,355,188
f_0.39,DEFAULT_VEHTYPE,176,357,181
f_0.40,DEFAULT_VEHTYPE,180,359,179
f_0.42,DEFAULT_VEHTYPE,189,360,171
f_0.41,DEFAULT_VEHTYPE,185,362,177
f_2.17,DEFAULT_VEHTYPE,77,363,286
f_0.44,DEFAULT_VEHTYPE,198,364,166
f_0.43,DEFAULT_VEHTYPE,194,366,172
f_1.59,DEFAULT_VEHTYPE,266,366,100
f_1.57,DEFAULT_VEHTYPE,257,369,112
f_1.60,DEFAULT_VEHTYPE,270,371,101
f_1.58,DEFAULT_VEHTYPE,261,372,111
f_0.46,DEFAULT_VEHTYPE,207,374,167
f_0.45,DEFAULT_VEHTYPE,203,377,174
f_1.61,DEFAULT_VEHTYPE,275,378,103
f_0.47,DEFAULT_VEHTYPE,212,379,167
f_1.64,DEFAULT_VEHTYPE,288,379,91
f_0.49,DEFAULT_VEHTYPE,221,383,162
f_1.62,DEFAULT_VEHTYPE,279,383,104
f_1.63,DEFAULT_VEHTYPE,284,384,100
f_0.50,DEFAULT_VEHTYPE,225,387,162
f_0.52,DEFAULT_VEHTYPE,234,389,155
f_1.65,DEFAULT_VEHTYPE,293,391,98
f_1.67,DEFAULT_VEHTYPE,302,397,95
f_1.68,DEFAULT_VEHTYPE,306,400,94
f_0.48,DEFAULT_VEHTYPE,216,404,188
f_1.70,DEFAULT_VEHTYPE,315,405,90
f_0.51,DEFAULT_VEHTYPE,230,406,176
f_1.66,DEFAULT_VEHTYPE,297,406,109
f_0.54,DEFAULT_VEHTYPE,243,407,164
f_1.69,DEFAULT_VEHTYPE,311,407,96
f_0.53,DEFAULT_VEHTYPE,239,409,170
f_0.56,DEFAULT_VEHTYPE,252,411,159
f_0.55,DEFAULT_VEHTYPE,248,413,165
f_0.59,DEFAULT_VEHTYPE,266,415,149
f_2.22,DEFAULT_VEHTYPE,99,419,320
f_2.32,DEFAULT_VEHTYPE,144,419,275
f_0.57,DEFAULT_VEHTYPE,257,419,162
f_2.19,DEFAULT_VEHTYPE,86,421,335
f_0.58,DEFAULT_VEHTYPE,261,421,160
f_2.20,DEFAULT_VEHTYPE,90,422,332
f_2.25,DEFAULT_VEHTYPE,113,422,309
f_0.60,DEFAULT_VEHTYPE,270,422,152
f_2.18,DEFAULT_VEHTYPE,81,423,342
f_2.28,DEFAULT_VEHTYPE,126,423,297
f_2.23,DEFAULT_VEHTYPE,104,424,320
f_0.61,DEFAULT_VEHTYPE,275,424,149
f_2.24,DEFAULT_VEHTYPE,108,425,317
f_2.21,DEFAULT_VEHTYPE,95,426,331
f_0.62,DEFAULT_VEHTYPE,279,426,147
f_0.63,DEFAULT_VEHTYPE,284,428,144
f_1.71,DEFAULT_VEHTYPE,320,428,108
f_0.64,DEFAULT_VEHTYPE,288,429,141
f_1.72,DEFAULT_VEHTYPE,324,430,106
f_1.75,DEFAULT_VEHTYPE,338,430,92
f_1.73,DEFAULT_VEHTYPE,329,432,103
f_1.74,DEFAULT_VEHTYPE,333,434,101
f_1.76,DEFAULT_VEHTYPE,342,435,93
f_1.77,DEFAULT_VEHTYPE,347,439,92
f_1.79,DEFAULT_VEHTYPE,356,442,86
f_1.78,DEFAULT_VEHTYPE,351,443,92
f_2.49,DEFAULT_VEHTYPE,221,447,226
f_2.26,DEFAULT_VEHTYPE,117,448,331
f_2.27,DEFAULT_VEHTYPE,122,450,328
f_2.34,DEFAULT_VEHTYPE,153,450,297
f_1.80,DEFAULT_VEHTYPE,360,450,90
f_2.30,DEFAULT_VEHTYPE,135,452,317
f_2.45,DEFAULT_VEHTYPE,203,452,249
f_2.47,DEFAULT_VEHTYPE,212,452,240
f_1.81,DEFAULT_VEHTYPE,365,452,87
f_2.44,DEFAULT_VEHTYPE,198,453,255
f_1.82,DEFAULT_VEHTYPE,369,457,88
f_0.66,DEFAULT_VEHTYPE,297,472,175
f_0.68,DEFAULT_VEHTYPE,306,474,168
f_2.38,DEFAULT_VEHTYPE,171,477,306
f_2.35,DEFAULT_VEHTYPE,158,479,321
f_2.29,DEFAULT_VEHTYPE,131,480,349
f_2.43,DEFAULT_VEHTYPE,194,481,287
f_2.39,DEFAULT_VEHTYPE,176,482,306
f_2.41,DEFAULT_VEHTYPE,185,482,297
f_2.31,DEFAULT_VEHTYPE,140,483,343
f_2.42,DEFAULT_VEHTYPE,189,484,295
f_1.87,DEFAULT_VEHTYPE,392,484,92
f_2.37,DEFAULT_VEHTYPE,167,485,318
f_2.33,DEFAULT_VEHTYPE,149,487,338
f_0.65,DEFAULT_VEHTYPE,293,487,194
f_1.83,DEFAULT_VEHTYPE,374,487,113
f_1.84,DEFAULT_VEHTYPE,378,489,111
f_1.85,DEFAULT_VEHTYPE,383,489,106
f_2.36,DEFAULT_VEHTYPE,162,490,328
f_2.64,DEFAULT_VEHTYPE,288,491,203
f_1.88,DEFAULT_VEHTYPE,396,491,95
f_2.40,DEFAULT_VEHTYPE,180,492,312
f_1.86,DEFAULT_VEHTYPE,387,493,106
f_2.60,DEFAULT_VEHTYPE,270,494,224
f_0.67,DEFAULT_VEHTYPE,302,496,194
f_0.69,DEFAULT_VEHTYPE,311,498,187
f_0.70,DEFAULT_VEHTYPE,315,499,184
f_0.72,DEFAULT_VEHTYPE,324,501,177
f_0.71,DEFAULT_VEHTYPE,320,503,183
f_0.73,DEFAULT_VEHTYPE,329,508,179
f_1.89,DEFAULT_VEHTYPE,401,508,107
f_1.92,DEFAULT_VEHTYPE,414,509,95
f_0.74,DEFAULT_VEHTYPE,333,513,180
f_0.75,DEFAULT_VEHTYPE,338,515,177
f_1.90,DEFAULT_VEHTYPE,405,518,113
f_1.93,DEFAULT_VEHTYPE,419,520,101
f_1.94,DEFAULT_VEHTYPE,423,521,98
f_1.91,DEFAULT_VEHTYPE,410,523,113
f_2.48,DEFAULT_VEHTYPE,216,524,308
f_1.95,DEFAULT_VEHTYPE,428,525,97
f_0.76,DEFAULT_VEHTYPE,342,530,188
f_0.77,DEFAULT_VEHTYPE,347,531,184
f_0.78,DEFAULT_VEHTYPE,351,542,191
f_1.96,DEFAULT_VEHTYPE,432,544,112
f_2.51,DEFAULT_VEHTYPE,230,545,315
f_0.79,DEFAULT_VEHTYPE,356,545,189
f_2.46,DEFAULT_VEHTYPE,207,547,340
f_0.80,DEFAULT_VEHTYPE,360,547,187
f_1.97,DEFAULT_VEHTYPE,437,547,110
f_2.50,DEFAULT_VEHTYPE,225,548,323
f_2.59,DEFAULT_VEHTYPE,266,549,283
f_0.81,DEFAULT_VEHTYPE,365,549,184
f_0.82,DEFAULT_VEHTYPE,369,551,182
f_0.83,DEFAULT_VEHTYPE,374,552,178
f_1.98,DEFAULT_VEHTYPE,441,554,113
f_1.99,DEFAULT_VEHTYPE,446,557,111
f_0.84,DEFAULT_VEHTYPE,378,561,183
f_1.101,DEFAULT_VEHTYPE,455,562,107
f_1.100,DEFAULT_VEHTYPE,450,563,113
f_1.102,DEFAULT_VEHTYPE,459,564,105
f_1.104,DEFAULT_VEHTYPE,468,565,97
f_1.103,DEFAULT_VEHTYPE,464,571,107
f_1.105,DEFAULT_VEHTYPE,473,573,100
f_1.106,DEFAULT_VEHTYPE,477,574,97
f_2.53,DEFAULT_VEHTYPE,239,578,339
f_2.79,DEFAULT_VEHTYPE,356,578,222
f_2.56,DEFAULT_VEHTYPE,252,579,327
f_2.58,DEFAULT_VEHTYPE,261,579,318
f_0.85,DEFAULT_VEHTYPE,383,579,196
f_2.75,DEFAULT_VEHTYPE,338,580,242
f_2.57,DEFAULT_VEHTYPE,257,581,324
f_0.87,DEFAULT_VEHTYPE,392,581,189
f_2.54,DEFAULT_VEHTYPE,243,582,339
f_2.63,DEFAULT_VEHTYPE,284,583,299
f_2.70,DEFAULT_VEHTYPE,315,583,268
f_0.86,DEFAULT_VEHTYPE,387,583,196
f_2.55,DEFAULT_VEHTYPE,248,584,336
f_2.76,DEFAULT_VEHTYPE,342,584,242
f_2.80,DEFAULT_VEHTYPE,360,584,224
f_1.108,DEFAULT_VEHTYPE,486,584,98
f_0.88,DEFAULT_VEHTYPE,396,585,189
f_2.52,DEFAULT_VEHTYPE,234,586,352
f_2.81,DEFAULT_VEHTYPE,365,586,221
f_0.89,DEFAULT_VEHTYPE,401,586,185
f_1.111,DEFAULT_VEHTYPE,500,586,86
f_2.62,DEFAULT_VEHTYPE,279,588,309
f_2.83,DEFAULT_VEHTYPE,374,588,214
f_0.90,DEFAULT_VEHTYPE,405,588,183
f_1.107,DEFAULT_VEHTYPE,482,589,107
f_1.110,DEFAULT_VEHTYPE,495,589,94
f_0.91,DEFAULT_VEHTYPE,410,590,180
f_1.109,DEFAULT_VEHTYPE,491,591,100
f_0.92,DEFAULT_VEHTYPE,414,596,182
f_0.93,DEFAULT_VEHTYPE,419,598,179
f_0.94,DEFAULT_VEHTYPE,423,600,177
f_0.96,DEFAULT_VEHTYPE,432,601,169
f_0.95,DEFAULT_VEHTYPE,428,603,175
f_0.97,DEFAULT_VEHTYPE,437,606,169
f_0.98,DEFAULT_VEHTYPE,441,608,167
f_2.67,DEFAULT_VEHTYPE,302,614,312
f_2.68,DEFAULT_VEHTYPE,306,618,312
f_2.69,DEFAULT_VEHTYPE,311,618,307
f_1.113,DEFAULT_VEHTYPE,509,620,111
f_1.112,DEFAULT_VEHTYPE,504,621,117
f_1.115,DEFAULT_VEHTYPE,518,622,104
f_1.114,DEFAULT_VEHTYPE,513,623,110
f_0.99,DEFAULT_VEHTYPE,446,624,178
f_1.116,DEFAULT_VEHTYPE,522,624,102
f_1.117,DEFAULT_VEHTYPE,527,624,97
f_1.118,DEFAULT_VEHTYPE,531,625,94
f_0.100,DEFAULT_VEHTYPE,450,626,176
f_1.119,DEFAULT_VEHTYPE,536,626,90
f_0.101,DEFAULT_VEHTYPE,455,627,172
f_0.102,DEFAULT_VEHTYPE,459,629,170
f_0.104,DEFAULT_VEHTYPE,468,631,163
f_0.103,DEFAULT_VEHTYPE,464,635,171
f_0.105,DEFAULT_VEHTYPE,473,637,164
f_0.106,DEFAULT_VEHTYPE,477,638,161
f_1.121,DEFAULT_VEHTYPE,545,643,98
f_1.120,DEFAULT_VEHTYPE,540,644,104
f_2.73,DEFAULT_VEHTYPE,329,645,316
f_1.122,DEFAULT_VEHTYPE,549,645,96
f_1.123,DEFAULT_VEHTYPE,554,645,91
f_2.99,DEFAULT_VEHTYPE,446,646,200
f_2.85,DEFAULT_VEHTYPE,383,647,264
f_0.108,DEFAULT_VEHTYPE,486,647,161
f_2.97,DEFAULT_VEHTYPE,437,648,211
f_1.125,DEFAULT_VEHTYPE,563,649,86
f_2.61,DEFAULT_VEHTYPE,275,650,375
f_2.65,DEFAULT_VEHTYPE,293,650,357
f_2.89,DEFAULT_VEHTYPE,401,650,249
f_2.66,DEFAULT_VEHTYPE,297,651,354
f_2.77,DEFAULT_VEHTYPE,347,651,304
f_2.82,DEFAULT_VEHTYPE,369,653,284
f_2.71,DEFAULT_VEHTYPE,320,654,334
f_2.72,DEFAULT_VEHTYPE,324,657,333
f_2.98,DEFAULT_VEHTYPE,441,657,216
f_2.78,DEFAULT_VEHTYPE,351,659,308
f_2.74,DEFAULT_VEHTYPE,333,661,328
f_2.93,DEFAULT_VEHTYPE,419,661,242
f_0.107,DEFAULT_VEHTYPE,482,661,179
f_0.110,DEFAULT_VEHTYPE,495,663,168
f_0.109,DEFAULT_VEHTYPE,491,665,174
t_0,bus,0,666,666
f_0.112,DEFAULT_VEHTYPE,504,666,162
f_0.111,DEFAULT_VEHTYPE,500,668,168
f_0.113,DEFAULT_VEHTYPE,509,670,161
f_1.128,DEFAULT_VEHTYPE,576,671,95
f_0.114,DEFAULT_VEHTYPE,513,672,159
f_1.129,DEFAULT_VEHTYPE,581,672,91
f_1.131,DEFAULT_VEHTYPE,590,674,84
f_1.124,DEFAULT_VEHTYPE,558,675,117
f_1.130,DEFAULT_VEHTYPE,585,675,90
f_0.115,DEFAULT_VEHTYPE,518,676,158
f_0.116,DEFAULT_VEHTYPE,522,678,156
f_1.126,DEFAULT_VEHTYPE,567,678,111
f_1.127,DEFAULT_VEHTYPE,572,680,108
f_1.132,DEFAULT_VEHTYPE,594,682,88
f_2.87,DEFAULT_VEHTYPE,392,688,296
f_2.91,DEFAULT_VEHTYPE,410,689,279
f_1.133,DEFAULT_VEHTYPE,599,692,93
f_2.84,DEFAULT_VEHTYPE,378,694,316
f_0.118,DEFAULT_VEHTYPE,531,698,167
f_0.117,DEFAULT_VEHTYPE,527,708,181
f_0.120,DEFAULT_VEHTYPE,540,709,169
f_0.119,DEFAULT_VEHTYPE,536,711,175
f_0.122,DEFAULT_VEHTYPE,549,713,164
f_0.121,DEFAULT_VEHTYPE,545,715,170
f_0.124,DEFAULT_VEHTYPE,558,716,158
f_0.123,DEFAULT_VEHTYPE,554,718,164
f_0.126,DEFAULT_VEHTYPE,567,720,153
f_1.136,DEFAULT_VEHTYPE,612,721,109
f_1.138,DEFAULT_VEHTYPE,621,724,103
f_1.134,DEFAULT_VEHTYPE,603,726,123
f_1.137,DEFAULT_VEHTYPE,617,726,109
f_1.135,DEFAULT_VEHTYPE,608,727,119
f_1.140,DEFAULT_VEHTYPE,630,729,99
f_2.86,DEFAULT_VEHTYPE,387,731,344
f_1.139,DEFAULT_VEHTYPE,626,733,107
f_1.141,DEFAULT_VEHTYPE,635,734,99
f_1.143,DEFAULT_VEHTYPE,644,737,93
f_0.125,DEFAULT_VEHTYPE,563,738,175
f_0.128,DEFAULT_VEHTYPE,576,739,163
f_0.127,DEFAULT_VEHTYPE,572,741,169
f_0.130,DEFAULT_VEHTYPE,585,743,158
f_1.142,DEFAULT_VEHTYPE,639,744,105
f_0.129,DEFAULT_VEHTYPE,581,745,164
f_0.131,DEFAULT_VEHTYPE,590,747,157
f_1.144,DEFAULT_VEHTYPE,648,748,100
f_2.100,DEFAULT_VEHTYPE,450,749,299
f_2.116,DEFAULT_VEHTYPE,522,750,228
f_2.111,DEFAULT_VEHTYPE,500,751,251
f_1.147,DEFAULT_VEHTYPE,662,753,91
f_0.133,DEFAULT_VEHTYPE,599,755,156
f_1.145,DEFAULT_VEHTYPE,653,759,106
f_1.146,DEFAULT_VEHTYPE,657,760,103
f_1.148,DEFAULT_VEHTYPE,666,763,97
f_0.132,DEFAULT_VEHTYPE,594,766,172
f_0.134,DEFAULT_VEHTYPE,603,768,165
f_0.135,DEFAULT_VEHTYPE,608,772,164
f_0.136,DEFAULT_VEHTYPE,612,774,162
f_0.137,DEFAULT_VEHTYPE,617,776,159
f_0.138,DEFAULT_VEHTYPE,621,778,157
f_0.139,DEFAULT_VEHTYPE,626,782,156
f_1.149,DEFAULT_VEHTYPE,671,787,116
f_1.150,DEFAULT_VEHTYPE,675,788,113
f_1.151,DEFAULT_VEHTYPE,680,789,109
f_1.153,DEFAULT_VEHTYPE,689,789,100
f_1.152,DEFAULT_VEHTYPE,684,790,106
f_1.154,DEFAULT_VEHTYPE,693,791,98
f_0.140,DEFAULT_VEHTYPE,630,792,162
f_1.155,DEFAULT_VEHTYPE,698,793,95
f_0.141,DEFAULT_VEHTYPE,635,794,159
f_0.142,DEFAULT_VEHTYPE,639,796,157
f_0.143,DEFAULT_VEHTYPE,644,797,153
f_1.156,DEFAULT_VEHTYPE,702,801,99
f_2.104,DEFAULT_VEHTYPE,468,803,335
f_1.157,DEFAULT_VEHTYPE,707,803,96
f_2.103,DEFAULT_VEHTYPE,464,804,340
f_0.145,DEFAULT_VEHTYPE,653,804,151
f_2.114,DEFAULT_VEHTYPE,513,805,292
f_2.90,DEFAULT_VEHTYPE,405,806,401
f_2.112,DEFAULT_VEHTYPE,504,806,302
f_0.144,DEFAULT_VEHTYPE,648,807,159
f_2.88,DEFAULT_VEHTYPE,396,808,412
f_2.92,DEFAULT_VEHTYPE,414,808,394
f_1.158,DEFAULT_VEHTYPE,711,808,97
f_0.146,DEFAULT_VEHTYPE,657,809,152
f_1.160,DEFAULT_VEHTYPE,720,811,91
f_1.161,DEFAULT_VEHTYPE,725,815,90
f_1.162,DEFAULT_VEHTYPE,729,816,87
f_1.159,DEFAULT_VEHTYPE,716,817,101
f_0.147,DEFAULT_VEHTYPE,662,818,156
f_1.163,DEFAULT_VEHTYPE,734,819,85
f_0.149,DEFAULT_VEHTYPE,671,820,149
f_1.164,DEFAULT_VEHTYPE,738,820,82
f_0.148,DEFAULT_VEHTYPE,666,822,156
f_0.150,DEFAULT_VEHTYPE,675,824,149
f_2.120,DEFAULT_VEHTYPE,540,826,286
f_0.151,DEFAULT_VEHTYPE,680,827,147
f_2.102,DEFAULT_VEHTYPE,459,828,369
f_2.106,DEFAULT_VEHTYPE,477,828,351
f_0.152,DEFAULT_VEHTYPE,684,829,145
f_2.95,DEFAULT_VEHTYPE,428,830,402
f_2.101,DEFAULT_VEHTYPE,455,830,375
f_2.105,DEFAULT_VEHTYPE,473,831,358
f_2.128,DEFAULT_VEHTYPE,576,831,255
f_2.96,DEFAULT_VEHTYPE,432,832,400
f_2.130,DEFAULT_VEHTYPE,585,832,247
f_2.110,DEFAULT_VEHTYPE,495,833,338
f_2.133,DEFAULT_VEHTYPE,599,834,235
f_2.119,DEFAULT_VEHTYPE,536,835,299
f_2.113,DEFAULT_VEHTYPE,509,837,328
f_2.94,DEFAULT_VEHTYPE,423,838,415
f_2.107,DEFAULT_VEHTYPE,482,838,356
f_2.109,DEFAULT_VEHTYPE,491,840,349
f_0.153,DEFAULT_VEHTYPE,689,843,154
f_0.154,DEFAULT_VEHTYPE,693,845,152
f_1.166,DEFAULT_VEHTYPE,747,846,99
f_0.155,DEFAULT_VEHTYPE,698,847,149
f_1.165,DEFAULT_VEHTYPE,743,847,104
f_0.156,DEFAULT_VEHTYPE,702,848,146
f_1.168,DEFAULT_VEHTYPE,756,848,92
f_1.167,DEFAULT_VEHTYPE,752,850,98
f_2.108,DEFAULT_VEHTYPE,486,858,372
f_1.169,DEFAULT_VEHTYPE,761,861,100
f_2.115,DEFAULT_VEHTYPE,518,862,344
f_1.171,DEFAULT_VEHTYPE,770,863,93
f_1.170,DEFAULT_VEHTYPE,765,864,99
f_1.173,DEFAULT_VEHTYPE,779,868,89
f_1.172,DEFAULT_VEHTYPE,774,872,98
f_0.158,DEFAULT_VEHTYPE,711,873,162
f_1.174,DEFAULT_VEHTYPE,783,873,90
f_0.157,DEFAULT_VEHTYPE,707,878,171
f_2.125,DEFAULT_VEHTYPE,563,879,316
f_2.117,DEFAULT_VEHTYPE,527,880,353
f_2.131,DEFAULT_VEHTYPE,590,880,290
f_0.159,DEFAULT_VEHTYPE,716,880,164
f_2.122,DEFAULT_VEHTYPE,549,881,332
f_2.132,DEFAULT_VEHTYPE,594,882,288
f_0.160,DEFAULT_VEHTYPE,720,883,163
f_0.161,DEFAULT_VEHTYPE,725,885,160
f_2.121,DEFAULT_VEHTYPE,545,886,341
f_2.127,DEFAULT_VEHTYPE,572,887,315
f_2.136,DEFAULT_VEHTYPE,612,888,276
f_2.134,DEFAULT_VEHTYPE,603,890,287
f_2.138,DEFAULT_VEHTYPE,621,890,269
f_2.118,DEFAULT_VEHTYPE,531,892,361
f_2.150,DEFAULT_VEHTYPE,675,893,218
f_2.129,DEFAULT_VEHTYPE,581,894,313
f_2.123,DEFAULT_VEHTYPE,554,896,342
f_1.176,DEFAULT_VEHTYPE,792,898,106
f_2.151,DEFAULT_VEHTYPE,680,899,219
f_2.124,DEFAULT_VEHTYPE,558,900,342
f_1.175,DEFAULT_VEHTYPE,788,900,112
f_0.163,DEFAULT_VEHTYPE,734,901,167
f_0.162,DEFAULT_VEHTYPE,729,902,173
f_1.177,DEFAULT_VEHTYPE,797,902,105
f_2.126,DEFAULT_VEHTYPE,567,903,336
f_0.164,DEFAULT_VEHTYPE,738,904,166
f_1.179,DEFAULT_VEHTYPE,806,905,99
f_1.180,DEFAULT_VEHTYPE,810,906,96
f_1.178,DEFAULT_VEHTYPE,801,907,106
f_0.165,DEFAULT_VEHTYPE,743,912,169
f_0.166,DEFAULT_VEHTYPE,747,913,166
f_1.181,DEFAULT_VEHTYPE,815,914,99
f_1.182,DEFAULT_VEHTYPE,819,917,98
f_1.183,DEFAULT_VEHTYPE,824,920,96
f_2.140,DEFAULT_VEHTYPE,630,925,295
f_2.141,DEFAULT_VEHTYPE,635,925,290
f_2.153,DEFAULT_VEHTYPE,689,926,237
f_2.148,DEFAULT_VEHTYPE,666,927,261
f_2.135,DEFAULT_VEHTYPE,608,931,323
f_2.143,DEFAULT_VEHTYPE,644,931,287
f_1.184,DEFAULT_VEHTYPE,828,934,106
f_2.137,DEFAULT_VEHTYPE,617,935,318
f_0.167,DEFAULT_VEHTYPE,752,943,191
f_0.168,DEFAULT_VEHTYPE,756,944,188
f_0.170,DEFAULT_VEHTYPE,765,946,181
f_0.171,DEFAULT_VEHTYPE,770,948,178
f_0.173,DEFAULT_VEHTYPE,779,950,171
f_2.147,DEFAULT_VEHTYPE,662,952,290
f_0.175,DEFAULT_VEHTYPE,788,952,164
f_2.154,DEFAULT_VEHTYPE,693,955,262
f_2.149,DEFAULT_VEHTYPE,671,961,290
f_2.145,DEFAULT_VEHTYPE,653,962,309
f_2.139,DEFAULT_VEHTYPE,626,964,338
f_2.167,DEFAULT_VEHTYPE,752,964,212
f_2.144,DEFAULT_VEHTYPE,648,967,319
