trip_id,vehicle_id,start_stop_id,end_stop_id,start_time,end_time,duration_min
t465-b15F9D-sl4,2156,2028,1171,2025-06-17 11:25:45,2025-06-17 13:12:49,107.07
t4C9-b16029-sl4,1907,2028,1171,2025-06-17 12:12:18,2025-06-17 14:01:34,109.27
t519-b15FA0-sl4,2209,2028,1171,2025-06-17 12:55:59,2025-06-17 14:41:08,105.15
