sim_time,vehicle_id,tls_id,lane_id,eta,speed,priority_granted,phase_index,note
3.0,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.0,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.39,no,N/A,No TLS ahead
3.05,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.05,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.42,no,N/A,No TLS ahead
3.1,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.1,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.45,no,N/A,No TLS ahead
3.15,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.15,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.49,no,N/A,No TLS ahead
3.2,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.2,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.51,no,N/A,No TLS ahead
3.25,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.25,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.54,no,N/A,No TLS ahead
3.3,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.3,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.57,no,N/A,No TLS ahead
3.35,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.35,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.61,no,N/A,No TLS ahead
3.4,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.4,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.65,no,N/A,No TLS ahead
3.45,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.45,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.7,no,N/A,No TLS ahead
3.5,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.5,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.74,no,N/A,No TLS ahead
3.55,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.55,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.76,no,N/A,No TLS ahead
3.6,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.6,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.79,no,N/A,No TLS ahead
3.65,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.65,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.83,no,N/A,No TLS ahead
3.7,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.7,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.88,no,N/A,No TLS ahead
3.75,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.75,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.91,no,N/A,No TLS ahead
3.8,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.8,t212-b15F99-sl4.0,N/A,39497550_0,N/A,2.96,no,N/A,No TLS ahead
3.85,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.85,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.01,no,N/A,No TLS ahead
3.9,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.9,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.05,no,N/A,No TLS ahead
3.95,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
3.95,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.08,no,N/A,No TLS ahead
4.0,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.0,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.13,no,N/A,No TLS ahead
4.05,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.05,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.17,no,N/A,No TLS ahead
4.1,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.1,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.21,no,N/A,No TLS ahead
4.15,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.15,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.25,no,N/A,No TLS ahead
4.2,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.2,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.28,no,N/A,No TLS ahead
4.25,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.25,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.31,no,N/A,No TLS ahead
4.3,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.3,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.35,no,N/A,No TLS ahead
4.35,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.35,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.38,no,N/A,No TLS ahead
4.4,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.4,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.43,no,N/A,No TLS ahead
4.45,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.45,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.47,no,N/A,No TLS ahead
4.5,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.5,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.5,no,N/A,No TLS ahead
4.55,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.55,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.54,no,N/A,No TLS ahead
4.6,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.6,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.57,no,N/A,No TLS ahead
4.65,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.65,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.56,no,N/A,No TLS ahead
4.7,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.7,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.57,no,N/A,No TLS ahead
4.75,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.75,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.56,no,N/A,No TLS ahead
4.8,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.8,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.57,no,N/A,No TLS ahead
4.85,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.85,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.57,no,N/A,No TLS ahead
4.9,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.9,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.56,no,N/A,No TLS ahead
4.95,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
4.95,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.56,no,N/A,No TLS ahead
5.0,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.0,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.56,no,N/A,No TLS ahead
5.05,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.05,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.56,no,N/A,No TLS ahead
5.1,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.1,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.56,no,N/A,No TLS ahead
5.15,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.15,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.57,no,N/A,No TLS ahead
5.2,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.2,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.57,no,N/A,No TLS ahead
5.25,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.25,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.57,no,N/A,No TLS ahead
5.3,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.3,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.57,no,N/A,No TLS ahead
5.35,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.35,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.56,no,N/A,No TLS ahead
5.4,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.4,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.57,no,N/A,No TLS ahead
5.45,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.45,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.57,no,N/A,No TLS ahead
5.5,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.5,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.56,no,N/A,No TLS ahead
5.55,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.55,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.56,no,N/A,No TLS ahead
5.6,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.6,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.56,no,N/A,No TLS ahead
5.65,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.65,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.56,no,N/A,No TLS ahead
5.7,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.7,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.58,no,N/A,No TLS ahead
5.75,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.75,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.58,no,N/A,No TLS ahead
5.8,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.8,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.57,no,N/A,No TLS ahead
5.85,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.85,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.57,no,N/A,No TLS ahead
5.9,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.9,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.57,no,N/A,No TLS ahead
5.95,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
5.95,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.57,no,N/A,No TLS ahead
6.0,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
6.0,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.58,no,N/A,No TLS ahead
6.05,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
6.05,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.56,no,N/A,No TLS ahead
6.1,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
6.1,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.58,no,N/A,No TLS ahead
6.15,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
6.15,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.57,no,N/A,No TLS ahead
6.2,t1A9-b1601D-sl4.0,cluster_123566647_1923921203,405337823_0,N/A,0.0,no,N/A,ETA unavailable
6.2,t212-b15F99-sl4.0,N/A,39497550_0,N/A,3.57,no,N/A,No TLS ahead
