vehicle_id,vehicle_type,tls_id,wait_start_time,wait_end_time,wait_duration
65,DEFAULT_VEHTYPE,123175397,174,240,66
25,DEFAULT_VEHTYPE,GS_cluster_513857302_565992148,89,241,152
69,DEFAULT_VEHTYPE,27463890,192,250,58
5,DEFAULT_VEHTYPE,GS_cluster_27463896_4037111694,108,256,148
67,DEFAULT_VEHTYPE,268528896,230,256,26
28,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,233,257,24
3,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,234,257,23
70,DEFAULT_VEHTYPE,310906213,241,258,17
0,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,184,262,78
2,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,209,263,54
t1A9-b1601D-sl4.0,bus,cluster_1923921162_271806814,254,264,10
99,DEFAULT_VEHTYPE,GS_cluster_123663371_3137460745,203,270,67
35,DEFAULT_VEHTYPE,GS_cluster_3137460310_461462910,253,273,20
65,DEFAULT_VEHTYPE,GS_cluster_360028147_605187934,245,275,30
73,DEFAULT_VEHTYPE,cluster_1923921162_271806814,273,276,3
t1A9-b1601D-sl4.0,bus,cluster_1923921162_271806814,270,276,6
4,DEFAULT_VEHTYPE,7465259351,166,279,113
85,DEFAULT_VEHTYPE,271807072,267,281,14
66,DEFAULT_VEHTYPE,cluster_123155470_3137460325,232,282,50
8,DEFAULT_VEHTYPE,268528896,253,285,32
96,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,274,289,15
58,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,283,291,8
56,DEFAULT_VEHTYPE,310904258,277,292,15
67,DEFAULT_VEHTYPE,123513358,262,293,31
88,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,287,293,6
29,DEFAULT_VEHTYPE,123564922,248,294,46
103,DEFAULT_VEHTYPE,268528896,278,299,21
6,DEFAULT_VEHTYPE,122881205,254,300,46
78,DEFAULT_VEHTYPE,122881205,261,301,40
33,DEFAULT_VEHTYPE,271807386,161,303,142
37,DEFAULT_VEHTYPE,GS_cluster_360028147_605187934,284,303,19
107,DEFAULT_VEHTYPE,cluster_1923921162_271806814,269,304,35
77,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,305,309,4
155,DEFAULT_VEHTYPE,GS_cluster_1923879138_1923921160_1923921168_1923921191,310,311,1
73,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,310,312,2
89,DEFAULT_VEHTYPE,cluster_1923921162_271806814,304,316,12
35,DEFAULT_VEHTYPE,123564922,276,318,42
74,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,297,318,21
107,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,309,320,11
92,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,293,320,27
120,DEFAULT_VEHTYPE,268528896,309,325,16
58,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,314,325,11
115,DEFAULT_VEHTYPE,122881205,303,330,27
53,DEFAULT_VEHTYPE,122655660,292,332,40
168,DEFAULT_VEHTYPE,271807386,336,337,1
21,DEFAULT_VEHTYPE,271807072,324,337,13
90,DEFAULT_VEHTYPE,GS_cluster_1923879138_1923921160_1923921168_1923921191,263,337,74
125,DEFAULT_VEHTYPE,GS_cluster_1923879138_1923921160_1923921168_1923921191,317,339,22
145,DEFAULT_VEHTYPE,GS_cluster_123663371_3137460745,332,339,7
171,DEFAULT_VEHTYPE,GS_cluster_513857360_513857677,342,343,1
2,DEFAULT_VEHTYPE,268528896,303,345,42
81,DEFAULT_VEHTYPE,cluster_1923921162_271806814,302,346,44
18,DEFAULT_VEHTYPE,cluster_1923921162_271806814,297,347,50
101,DEFAULT_VEHTYPE,268528896,337,350,13
70,DEFAULT_VEHTYPE,27463890,302,350,48
85,DEFAULT_VEHTYPE,271807202,315,352,37
35,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,350,359,9
t212-b15F99-sl4.0,bus,GS_cluster_513857360_513857677,354,365,11
138,DEFAULT_VEHTYPE,268528896,349,369,20
5,DEFAULT_VEHTYPE,GS_cluster_513857302_565992148,314,371,57
103,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,352,373,21
133,DEFAULT_VEHTYPE,271807202,340,375,35
26,DEFAULT_VEHTYPE,268528896,330,375,45
66,DEFAULT_VEHTYPE,123564922,330,375,45
148,DEFAULT_VEHTYPE,271807072,374,377,3
48,DEFAULT_VEHTYPE,GS_cluster_27463896_4037111694,267,377,110
99,DEFAULT_VEHTYPE,GS_cluster_122801236_3137460751,277,379,102
131,DEFAULT_VEHTYPE,271807072,366,380,14
33,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,365,381,16
46,DEFAULT_VEHTYPE,GS_cluster_123663371_3137460745,299,383,84
155,DEFAULT_VEHTYPE,GS_cluster_1923879138_1923921160_1923921168_1923921191,318,386,68
142,DEFAULT_VEHTYPE,GS_cluster_1923921150_1923921154,342,389,47
29,DEFAULT_VEHTYPE,cluster_6307954384_6787545996,364,395,31
42,DEFAULT_VEHTYPE,268528896,371,395,24
160,DEFAULT_VEHTYPE,123175397,354,397,43
151,DEFAULT_VEHTYPE,GS_cluster_123700343_3137460753,370,401,31
121,DEFAULT_VEHTYPE,cluster_1923921162_271806814,375,403,28
202,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,404,405,1
22,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,378,410,32
31,DEFAULT_VEHTYPE,122655660,401,413,12
4,DEFAULT_VEHTYPE,27463890,395,415,20
122,DEFAULT_VEHTYPE,310904258,407,416,9
137,DEFAULT_VEHTYPE,310904258,410,417,7
113,DEFAULT_VEHTYPE,268528918,386,418,32
171,DEFAULT_VEHTYPE,GS_cluster_513857360_513857677,351,419,68
209,DEFAULT_VEHTYPE,310904258,418,419,1
65,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,408,419,11
121,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,408,420,12
160,DEFAULT_VEHTYPE,GS_cluster_360028147_605187934,402,429,27
101,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,398,430,32
3,DEFAULT_VEHTYPE,GS_cluster_513857360_513857677,374,430,56
100,DEFAULT_VEHTYPE,cluster_123582306_1923921147,425,434,9
171,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,425,435,10
44,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,401,437,36
41,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,401,441,40
4,DEFAULT_VEHTYPE,25266722,438,444,6
164,DEFAULT_VEHTYPE,GS_cluster_1923921150_1923921154,397,445,48
131,DEFAULT_VEHTYPE,271807202,416,446,30
33,DEFAULT_VEHTYPE,27463890,435,448,13
176,DEFAULT_VEHTYPE,25266722,429,450,21
112,DEFAULT_VEHTYPE,271807072,444,452,8
101,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,440,453,13
209,DEFAULT_VEHTYPE,25266722,438,457,19
143,DEFAULT_VEHTYPE,268528896,436,458,22
187,DEFAULT_VEHTYPE,GS_cluster_360028147_605187934,435,458,23
167,DEFAULT_VEHTYPE,GS_cluster_122801236_3137460751,410,464,54
219,DEFAULT_VEHTYPE,122655660,463,466,3
88,DEFAULT_VEHTYPE,GS_cluster_513857302_565992148,424,469,45
t1A9-b1601D-sl4.0,bus,GS_cluster_513857302_565992148,443,469,26
t212-b15F99-sl4.0,bus,GS_cluster_513857302_565992148,449,469,20
105,DEFAULT_VEHTYPE,cluster_122655617_3137460312,428,470,42
113,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,442,472,30
48,DEFAULT_VEHTYPE,GS_cluster_513857302_565992148,426,474,48
51,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,431,474,43
139,DEFAULT_VEHTYPE,268528918,445,475,30
53,DEFAULT_VEHTYPE,268528896,431,475,44
180,DEFAULT_VEHTYPE,268528896,455,477,22
143,DEFAULT_VEHTYPE,268528897,464,480,16
66,DEFAULT_VEHTYPE,268528897,470,480,10
155,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,458,481,23
162,DEFAULT_VEHTYPE,310904258,468,481,13
152,DEFAULT_VEHTYPE,GS_cluster_271807508_3137460734,414,488,74
3,DEFAULT_VEHTYPE,27463890,485,488,3
112,DEFAULT_VEHTYPE,271807202,487,489,2
5,DEFAULT_VEHTYPE,271807202,483,489,6
160,DEFAULT_VEHTYPE,GS_cluster_1923921150_1923921154,492,495,3
134,DEFAULT_VEHTYPE,GS_cluster_332129806_4075303434,451,498,47
204,DEFAULT_VEHTYPE,cluster_1923921162_271806814,469,502,33
171,DEFAULT_VEHTYPE,27463890,482,508,26
185,DEFAULT_VEHTYPE,cluster_1923921162_271806814,505,508,3
3,DEFAULT_VEHTYPE,27463890,491,508,17
139,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,500,509,9
115,DEFAULT_VEHTYPE,268528896,351,512,161
192,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,496,513,17
189,DEFAULT_VEHTYPE,268528918,475,514,39
148,DEFAULT_VEHTYPE,271807386,489,515,26
222,DEFAULT_VEHTYPE,GS_cluster_360028147_605187934,501,515,14
136,DEFAULT_VEHTYPE,GS_cluster_4076912422_565893510,488,516,28
171,DEFAULT_VEHTYPE,473127764,514,517,3
3,DEFAULT_VEHTYPE,473127764,513,517,4
202,DEFAULT_VEHTYPE,268528918,446,518,72
156,DEFAULT_VEHTYPE,GS_cluster_1923879138_1923921160_1923921168_1923921191,479,521,42
191,DEFAULT_VEHTYPE,271807257,407,525,118
180,DEFAULT_VEHTYPE,268528897,487,527,40
104,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,503,529,26
166,DEFAULT_VEHTYPE,268528918,448,529,81
217,DEFAULT_VEHTYPE,GS_cluster_271807508_3137460734,520,529,9
189,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,521,532,11
t212-b15F99-sl4.0,bus,cluster_123582306_1923921147,529,533,4
92,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,490,535,45
191,DEFAULT_VEHTYPE,cluster_1923921162_271806814,530,536,6
193,DEFAULT_VEHTYPE,cluster_1923921162_271806814,524,536,12
82,DEFAULT_VEHTYPE,cluster_1923921162_271806814,515,536,21
199,DEFAULT_VEHTYPE,GS_cluster_123700343_3137460753,491,537,46
201,DEFAULT_VEHTYPE,310904258,538,542,4
t212-b15F99-sl4.0,bus,cluster_123582306_1923921147,539,542,3
208,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,534,544,10
215,DEFAULT_VEHTYPE,268528896,521,544,23
168,DEFAULT_VEHTYPE,271807386,379,545,166
233,DEFAULT_VEHTYPE,268528896,517,545,28
214,DEFAULT_VEHTYPE,cluster_123155470_3137460325,542,546,4
124,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,542,550,8
147,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,537,550,13
159,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,541,550,9
160,DEFAULT_VEHTYPE,GS_cluster_1923921150_1923921154,496,553,57
228,DEFAULT_VEHTYPE,27463890,509,554,45
139,DEFAULT_VEHTYPE,268528897,558,560,2
143,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,529,560,31
146,DEFAULT_VEHTYPE,268528897,557,560,3
134,DEFAULT_VEHTYPE,123175397,504,562,58
31,DEFAULT_VEHTYPE,GS_cluster_27463896_4037111694,503,562,59
48,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,523,563,40
109,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,516,567,51
162,DEFAULT_VEHTYPE,27463890,514,568,54
104,DEFAULT_VEHTYPE,cluster_1923921162_271806814,543,569,26
160,DEFAULT_VEHTYPE,cluster_1923921162_271806814,557,569,12
231,DEFAULT_VEHTYPE,271807386,565,570,5
205,DEFAULT_VEHTYPE,27463890,526,571,45
152,DEFAULT_VEHTYPE,cluster_122655617_3137460312,541,572,31
233,DEFAULT_VEHTYPE,GS_cluster_310685383_8269339955_9467989714_9467989716,549,572,23
262,DEFAULT_VEHTYPE,310904258,572,576,4
235,DEFAULT_VEHTYPE,271807257,526,579,53
92,DEFAULT_VEHTYPE,27463890,579,582,3
145,DEFAULT_VEHTYPE,123564922,536,583,47
162,DEFAULT_VEHTYPE,GS_cluster_27463896_4037111694,577,583,6
205,DEFAULT_VEHTYPE,GS_cluster_27463896_4037111694,580,583,3
134,DEFAULT_VEHTYPE,GS_cluster_360028147_605187934,567,584,17
t212-b15F99-sl4.0,bus,GS_cluster_1923921142_271806925,586,590,4
190,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,555,591,36
242,DEFAULT_VEHTYPE,GS_cluster_3137460310_461462910,590,592,2
297,DEFAULT_VEHTYPE,GS_cluster_332129806_4075303434,594,595,1
41,DEFAULT_VEHTYPE,GS_cluster_1923921150_1923921154,498,598,100
178,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,588,601,13
t212-b15F99-sl4.0,bus,GS_cluster_1923921142_271806925,597,602,5
185,DEFAULT_VEHTYPE,GS_cluster_1923921142_271806925,553,605,52
66,DEFAULT_VEHTYPE,GS_cluster_310685383_8269339955_9467989714_9467989716,529,605,76
222,DEFAULT_VEHTYPE,GS_cluster_1923879138_1923921160_1923921168_1923921191,522,606,84
227,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,587,606,19
173,DEFAULT_VEHTYPE,GS_cluster_122801236_3137460751,549,607,58
208,DEFAULT_VEHTYPE,GS_cluster_1923921142_271806925,552,608,56
92,DEFAULT_VEHTYPE,473127764,596,608,12
183,DEFAULT_VEHTYPE,cluster_123155470_3137460325,553,611,58
224,DEFAULT_VEHTYPE,GS_cluster_360028147_605187934,597,613,16
215,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,591,615,24
213,DEFAULT_VEHTYPE,GS_cluster_332129806_4075303434,571,616,45
152,DEFAULT_VEHTYPE,GS_cluster_3137460310_461462910,577,619,42
239,DEFAULT_VEHTYPE,123564922,621,622,1
127,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,590,624,34
221,DEFAULT_VEHTYPE,268528918,583,633,50
271,DEFAULT_VEHTYPE,122881292,598,636,38
278,DEFAULT_VEHTYPE,122881205,610,638,28
178,DEFAULT_VEHTYPE,268528918,637,640,3
279,DEFAULT_VEHTYPE,GS_cluster_3137460310_461462910,615,640,25
189,DEFAULT_VEHTYPE,268528896,607,641,34
217,DEFAULT_VEHTYPE,GS_cluster_3137460310_461462910,638,641,3
272,DEFAULT_VEHTYPE,268528918,620,650,30
204,DEFAULT_VEHTYPE,GS_cluster_513857302_565992148,586,651,65
162,DEFAULT_VEHTYPE,268528918,641,652,11
178,DEFAULT_VEHTYPE,268528918,641,652,11
215,DEFAULT_VEHTYPE,268528918,650,652,2
228,DEFAULT_VEHTYPE,268528918,641,652,11
143,DEFAULT_VEHTYPE,268528918,597,653,56
212,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,651,655,4
245,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,648,656,8
250,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,649,656,7
145,DEFAULT_VEHTYPE,GS_cluster_27463896_4037111694,631,657,26
260,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,621,657,36
179,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,624,658,34
167,DEFAULT_VEHTYPE,GS_cluster_3137460310_461462910,626,659,33
242,DEFAULT_VEHTYPE,123564922,618,659,41
183,DEFAULT_VEHTYPE,cluster_122655617_3137460312,619,662,43
268,DEFAULT_VEHTYPE,271807257,661,663,2
272,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,662,666,4
t1A9-b1601D-sl4.0,bus,GS_cluster_4037111697_473127775_8763581879_8763581885,631,666,35
180,DEFAULT_VEHTYPE,268528918,603,667,64
213,DEFAULT_VEHTYPE,123175397,620,668,48
222,DEFAULT_VEHTYPE,cluster_1923921162_271806814,640,668,28
284,DEFAULT_VEHTYPE,27463890,658,668,10
288,DEFAULT_VEHTYPE,cluster_1923921162_271806814,638,669,31
261,DEFAULT_VEHTYPE,GS_cluster_1923921150_1923921154,620,673,53
189,DEFAULT_VEHTYPE,GS_cluster_310685383_8269339955_9467989714_9467989716,646,674,28
306,DEFAULT_VEHTYPE,GS_cluster_310685383_8269339955_9467989714_9467989716,630,674,44
t1A9-b1601D-sl4.0,bus,GS_cluster_4037111697_473127775_8763581879_8763581885,673,677,4
271,DEFAULT_VEHTYPE,GS_cluster_4076912422_565893510,640,682,42
250,DEFAULT_VEHTYPE,GS_cluster_27463896_4037111694,675,683,8
322,DEFAULT_VEHTYPE,GS_cluster_360028147_605187934,685,686,1
259,DEFAULT_VEHTYPE,cluster_123582306_1923921147,656,687,31
158,DEFAULT_VEHTYPE,7465259351,568,688,120
256,DEFAULT_VEHTYPE,GS_cluster_4076912422_565893510,656,689,33
152,DEFAULT_VEHTYPE,268528918,680,690,10
272,DEFAULT_VEHTYPE,GS_cluster_27463896_4037111694,690,696,6
213,DEFAULT_VEHTYPE,GS_cluster_360028147_605187934,674,698,24
222,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,673,698,25
168,DEFAULT_VEHTYPE,GS_cluster_27463896_4037111694,630,699,69
288,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,674,699,25
215,DEFAULT_VEHTYPE,123564922,695,700,5
164,DEFAULT_VEHTYPE,GS_cluster_310685383_8269339955_9467989714_9467989716,675,701,26
284,DEFAULT_VEHTYPE,25266722,687,702,15
351,DEFAULT_VEHTYPE,310904258,702,703,1
183,DEFAULT_VEHTYPE,GS_cluster_3137460310_461462910,668,705,37
245,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,676,706,30
260,DEFAULT_VEHTYPE,268528918,700,706,6
167,DEFAULT_VEHTYPE,123564922,664,707,43
294,DEFAULT_VEHTYPE,GS_cluster_10687346296_10687346297,623,707,84
301,DEFAULT_VEHTYPE,GS_cluster_1923921150_1923921154,666,709,43
354,DEFAULT_VEHTYPE,123564982,708,709,1
145,DEFAULT_VEHTYPE,27463890,701,710,9
168,DEFAULT_VEHTYPE,27463890,704,710,6
267,DEFAULT_VEHTYPE,123175397,654,710,56
217,DEFAULT_VEHTYPE,123564922,668,711,43
234,DEFAULT_VEHTYPE,cluster_123155470_3137460325,653,718,65
243,DEFAULT_VEHTYPE,123564922,691,719,28
221,DEFAULT_VEHTYPE,GS_cluster_27463896_4037111694,666,720,54
221,DEFAULT_VEHTYPE,27463890,724,725,1
179,DEFAULT_VEHTYPE,GS_cluster_1923921150_1923921154,719,726,7
264,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,712,726,14
t1A9-b1601D-sl4.0,bus,GS_cluster_4037111697_473127775_8763581879_8763581885,683,726,43
184,DEFAULT_VEHTYPE,268528918,643,727,84
261,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,703,730,27
204,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,714,735,21
297,DEFAULT_VEHTYPE,GS_cluster_123700343_3137460753,684,735,51
179,DEFAULT_VEHTYPE,GS_cluster_1923921150_1923921154,727,736,9
227,DEFAULT_VEHTYPE,GS_cluster_513857302_565992148,674,736,62
304,DEFAULT_VEHTYPE,GS_cluster_1923921150_1923921154,727,736,9
172,DEFAULT_VEHTYPE,GS_cluster_310685383_8269339955_9467989714_9467989716,724,738,14
305,DEFAULT_VEHTYPE,GS_cluster_310685383_8269339955_9467989714_9467989716,718,738,20
312,DEFAULT_VEHTYPE,GS_cluster_1923921150_1923921154,690,740,50
134,DEFAULT_VEHTYPE,cluster_1923921162_271806814,704,744,40
201,DEFAULT_VEHTYPE,GS_cluster_27463896_4037111694,629,744,115
331,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,717,744,27
t212-b15F99-sl4.0,bus,GS_cluster_1923921150_1923921154,744,746,2
252,DEFAULT_VEHTYPE,GS_cluster_27463896_4037111694,674,747,73
298,DEFAULT_VEHTYPE,7465259351,668,747,79
259,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,709,748,39
217,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,743,751,8
311,DEFAULT_VEHTYPE,310904258,727,752,25
134,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,749,755,6
231,DEFAULT_VEHTYPE,cluster_1923921162_271806814,741,755,14
260,DEFAULT_VEHTYPE,123564922,750,755,5
312,DEFAULT_VEHTYPE,cluster_1923921162_271806814,746,755,9
152,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,752,756,4
184,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,747,756,9
201,DEFAULT_VEHTYPE,GS_cluster_513857360_513857677,749,756,7
280,DEFAULT_VEHTYPE,268528896,749,758,9
158,DEFAULT_VEHTYPE,268528918,725,762,37
224,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,742,763,21
301,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,740,763,23
152,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,757,768,11
184,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,757,768,11
t212-b15F99-sl4.0,bus,GS_cluster_1923921150_1923921154,752,768,16
258,DEFAULT_VEHTYPE,GS_cluster_1923921142_271806925,743,769,26
262,DEFAULT_VEHTYPE,123564922,747,773,26
318,DEFAULT_VEHTYPE,268528918,743,782,39
t1A9-b1601D-sl4.0,bus,27463890,780,784,4
208,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,771,785,14
172,DEFAULT_VEHTYPE,GS_cluster_310685383_8269339955_9467989714_9467989716,739,789,50
271,DEFAULT_VEHTYPE,GS_cluster_10687346296_10687346297,689,790,101
290,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,761,794,33
347,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,755,795,40
348,DEFAULT_VEHTYPE,268528896,786,795,9
337,DEFAULT_VEHTYPE,123564922,770,799,29
305,DEFAULT_VEHTYPE,GS_cluster_310685383_8269339955_9467989714_9467989716,739,800,61
361,DEFAULT_VEHTYPE,GS_cluster_123700343_3137460753,752,802,50
321,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,775,803,28
354,DEFAULT_VEHTYPE,GS_cluster_310685383_8269339955_9467989714_9467989716,741,803,62
347,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,804,806,2
217,DEFAULT_VEHTYPE,GS_cluster_4037111697_473127775_8763581879_8763581885,773,808,35
276,DEFAULT_VEHTYPE,GS_cluster_271807508_3137460734,732,811,79
134,DEFAULT_VEHTYPE,cluster_123582306_1923921147,807,815,8
251,DEFAULT_VEHTYPE,GS_cluster_271807508_3137460734,803,816,13
359,DEFAULT_VEHTYPE,GS_cluster_271807508_3137460734,809,816,7
327,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,812,821,9
347,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,807,821,14
378,DEFAULT_VEHTYPE,122881205,791,822,31
351,DEFAULT_VEHTYPE,27463890,756,826,70
336,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,815,829,14
201,DEFAULT_VEHTYPE,GS_cluster_513857302_565992148,826,831,5
391,DEFAULT_VEHTYPE,GS_cluster_513857302_565992148,826,831,5
211,DEFAULT_VEHTYPE,7465259351,708,833,125
270,DEFAULT_VEHTYPE,123564922,826,833,7
377,DEFAULT_VEHTYPE,271807202,794,833,39
184,DEFAULT_VEHTYPE,268528896,825,835,10
158,DEFAULT_VEHTYPE,27463890,823,836,13
243,DEFAULT_VEHTYPE,cluster_123155470_3137460325,778,840,62
215,DEFAULT_VEHTYPE,cluster_123155470_3137460325,780,842,62
343,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,815,842,27
396,DEFAULT_VEHTYPE,GS_cluster_122801236_3137460751,834,844,10
351,DEFAULT_VEHTYPE,GS_cluster_27463896_4037111694,834,845,11
160,DEFAULT_VEHTYPE,268528896,802,847,45
267,DEFAULT_VEHTYPE,cluster_1923921162_271806814,831,848,17
365,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,837,848,11
332,DEFAULT_VEHTYPE,cluster_268528914_4037082229_8763581886,842,849,7
278,DEFAULT_VEHTYPE,GS_cluster_1923921142_271806925,831,850,19
370,DEFAULT_VEHTYPE,7465259351,834,850,16
262,DEFAULT_VEHTYPE,cluster_122655617_3137460312,800,854,54
264,DEFAULT_VEHTYPE,123564922,824,854,30
