sim_time,vehicle_id,vehicle_type,tls_id,lane_id,position,speed,priority_granted,phase_index,note,actual_delay
3,t1A9-b1601D-sl4.0,bus,cluster_123566647_1923921203,405337823_0,12.997393517767234,0.0,yes,0,green granted after 3s,3
15,t1A9-b1601D-sl4.0,bus,cluster_123566647_1923921203,405337823_0,19.673440271069452,2.6714442210504785,yes,0,green granted after 3s,3
38,5,DEFAULT_VEHTYPE,473127764,770601483#1_0,14.995102008003375,12.726604707486555,yes,0,green granted after 3s,3
39,10,DEFAULT_VEHTYPE,271807202,405330528_2,1.3593785211505391,8.604402463202664,yes,0,green granted after 3s,3
40,11,DEFAULT_VEHTYPE,GS_cluster_332129806_4075303434,-30140038#2_0,194.39039900010079,3.2351382918667744,yes,4,green granted after 3s,3
46,t1A9-b1601D-sl4.0,bus,cluster_123566647_1923921203,405337823_0,7.798235898359742,3.561931452830322,yes,0,green granted after 3s,3
47,5,DEFAULT_VEHTYPE,27463890,401279518_0,51.161663443054486,2.0519858847776162,yes,0,green granted after 3s,3
48,14,DEFAULT_VEHTYPE,GS_cluster_4076912422_565893510,405497657#0_3,7.960918708304256,8.972058670521092,yes,0,green granted after 3s,3
52,1,DEFAULT_VEHTYPE,271807202,-13382800#0_0,4.737059119266988,5.651085721135669,yes,4,green granted after 3s,3
56,0,DEFAULT_VEHTYPE,cluster_122655617_3137460312,13293818#1_0,1.7722239571938285,6.238905251807906,yes,4,green granted after 3s,3
62,10,DEFAULT_VEHTYPE,3690340114,-405330561_1,50.77461316272171,0.6430706818251087,yes,0,green granted after 3s,3
66,19,DEFAULT_VEHTYPE,27463890,-401280477#0_0,5.325265651548104,6.484363958195612,yes,4,green granted after 3s,3
72,10,DEFAULT_VEHTYPE,271807072,-405330564_1,73.41607522447222,2.9560398390518903,yes,0,green granted after 3s,3
72,t1A9-b1601D-sl4.0,bus,joinedS_cluster_122693381_1923921119_cluster_1923879157_4075433697,405337862#2_0,3.2625509292558093,4.423045281317076,yes,0,green granted after 3s,3
76,21,DEFAULT_VEHTYPE,122881292,13424365#4_0,6.8041361803422795,14.021497735022583,yes,4,green granted after 3s,3
77,18,DEFAULT_VEHTYPE,GS_cluster_332129806_4075303434,-30140038#2_0,194.9083522209972,1.1222627276919228,yes,4,green granted after 3s,3
83,3,DEFAULT_VEHTYPE,GS_cluster_1923879138_1923921160_1923921168_1923921191,405337818#0_0,32.73494201039057,4.167821456314803,yes,0,green granted after 3s,3
83,11,DEFAULT_VEHTYPE,123175397,405324346#0_0,15.292950019127279,6.298203457195426,yes,0,green granted after 3s,3
84,1,DEFAULT_VEHTYPE,271807257,405330522#0_1,37.13029623455927,2.5860890347872774,yes,0,green granted after 3s,3
84,12,DEFAULT_VEHTYPE,GS_cluster_1923921150_1923921154,58811839#9_0,4.828199345396769,6.446768846626989,yes,4,green granted after 3s,3
85,24,DEFAULT_VEHTYPE,268528918,401276160_2,39.33070764044692,1.1042027182673997,yes,0,green granted after 3s,3
91,10,DEFAULT_VEHTYPE,GS_cluster_1923921142_271806925,-405330566#1_0,44.242027290981255,0.8561901470022792,yes,4,green granted after 3s,3
95,23,DEFAULT_VEHTYPE,GS_cluster_122801236_3137460751,-405328872#2_2,34.62863101532625,0.4322558495750207,yes,4,green granted after 3s,3
95,5,DEFAULT_VEHTYPE,GS_cluster_27463896_4037111694,401279526#0_1,61.62473943627998,1.329045449570999,yes,0,green granted after 3s,3
96,38,DEFAULT_VEHTYPE,GS_cluster_1923921170_343582995,405337871#0_2,3.20568736997369,4.576603282314218,yes,0,green granted after 3s,3
98,32,DEFAULT_VEHTYPE,271807257,-1352713248#1_0,47.28385339899877,1.9571697467009448,yes,4,green granted after 3s,3
99,42,DEFAULT_VEHTYPE,3690340114,-405330561_1,50.68878529170547,0.292435963814335,yes,0,green granted after 3s,3
100,14,DEFAULT_VEHTYPE,122881292,405497700_2,31.899729027809578,1.045456274517596,yes,0,green granted after 3s,3
105,25,DEFAULT_VEHTYPE,GS_cluster_513857302_565992148,-405493068#1_0,22.118054715054665,8.995706925005653,yes,4,green granted after 3s,3
106,8,DEFAULT_VEHTYPE,122655660,-401273819#1_1,4.8490772413686205,14.368037053726836,yes,0,green granted after 3s,3
107,36,DEFAULT_VEHTYPE,GS_cluster_271807508_3137460734,-405325427#1_0,29.265445513133347,1.0119337656235894,yes,4,green granted after 3s,3
107,19,DEFAULT_VEHTYPE,GS_cluster_27463896_4037111694,401279526#0_2,62.13265296415054,3.1974225612822287,yes,0,green granted after 3s,3
107,0,DEFAULT_VEHTYPE,123564922,-401276132_0,16.795455305916192,7.511873893626034,yes,0,green granted after 3s,3
109,6,DEFAULT_VEHTYPE,310906213,13395499#5_0,12.213409193984464,0.09417385487509344,yes,4,green granted after 3s,3
109,38,DEFAULT_VEHTYPE,GS_cluster_1923921142_271806925,405337878#0_1,4.581608799901474,11.194742577211318,yes,0,green granted after 3s,3
110,42,DEFAULT_VEHTYPE,271807072,-405330564_1,14.037911133100394,13.029343950301357,yes,0,green granted after 3s,3
117,55,DEFAULT_VEHTYPE,7465259351,405325433#1_2,2.261288435145289,8.301821480428801,yes,0,green granted after 3s,3
117,54,DEFAULT_VEHTYPE,cluster_6307954384_6787545996,106343170#5_1,8.19897003773801,15.297676869426928,yes,0,green granted after 3s,3
118,22,DEFAULT_VEHTYPE,GS_cluster_1923921150_1923921154,58811839#9_0,2.6994796616615275,6.405450222004838,yes,4,green granted after 3s,3
120,13,DEFAULT_VEHTYPE,122881205,405493056_0,25.749776416207602,1.784805528382478,yes,4,green granted after 3s,3
120,10,DEFAULT_VEHTYPE,cluster_123582306_1923921147,405493036#1_0,47.8829856524229,1.213765361433448,yes,0,green granted after 3s,3
123,18,DEFAULT_VEHTYPE,123175397,405324346#0_0,0.3851196475819485,7.100524919981301,yes,0,green granted after 3s,3
123,12,DEFAULT_VEHTYPE,cluster_1923921162_271806814,405336644_0,19.34475522151795,7.676870998472014,yes,0,green granted after 3s,3
126,42,DEFAULT_VEHTYPE,GS_cluster_1923921142_271806925,-405330566#1_0,44.03203468645603,1.0390006717757254,yes,4,green granted after 3s,3
130,29,DEFAULT_VEHTYPE,GS_cluster_271807508_3137460734,-405325427#1_0,29.698802253256215,1.3667572537764627,yes,4,green granted after 3s,3
131,41,DEFAULT_VEHTYPE,122881205,-405492967_0,35.54812120873909,1.900881898762422,yes,0,green granted after 3s,3
132,50,DEFAULT_VEHTYPE,122655660,-401273819#1_1,12.709406410017792,12.638261395470835,yes,0,green granted after 3s,3
133,24,DEFAULT_VEHTYPE,123564922,401276173_0,10.738205259249018,11.341375766715833,yes,0,green granted after 3s,3
134,11,DEFAULT_VEHTYPE,GS_cluster_1923879138_1923921160_1923921168_1923921191,405337818#0_0,7.640476715898025,7.995813209337995,yes,0,green granted after 3s,3
