trip_id,vehicle_id,start_stop_id,end_stop_id,start_time,end_time,duration_min
t6BD-b1602A-sl4,2309,2028,1171,2025-06-17 17:28:18,2025-06-17 19:08:55,100.62
t6D1-b1600B-sl4,2217,2028,1171,2025-06-17 17:42:42,2025-06-17 19:24:55,102.22
t70D-b16032-sl4,2222,2028,1171,2025-06-17 18:01:21,2025-06-17 19:38:39,97.3
t735-b1602C-sl4,2151,2028,1171,2025-06-17 18:52:57,2025-06-17 20:23:24,90.45
t78F-b1602F-sl4,2307,2028,1171,2025-06-17 19:38:44,2025-06-17 21:05:58,87.23
