trip_id,vehicle_id,start_stop_id,end_stop_id,start_time,end_time,duration_min
t708-b15F99-sl4,2218,1171,2028,2025-06-17 18:00:51,2025-06-17 19:55:09,114.3
t7D0-b16032-sl4,2222,1171,2028,2025-06-17 19:55:11,2025-06-17 21:36:36,101.42
